Cycles	Fluorescence	Sample	genotype
17	-0.169424744	D6	N
18	-0.217422097	D6	N
19	-0.270312745	D6	N
20	-0.215446179	D6	N
21	-0.362003984	D6	N
22	-0.365735165	D6	N
23	-0.366530456	D6	N
24	-0.268629056	D6	N
25	-0.364265581	D6	N
26	-0.316123402	D6	N
27	-0.355372074	D6	N
28	-0.363065717	D6	N
29	-0.352248407	D6	N
30	-0.404793206	D6	N
31	-0.514601993	D6	N
32	-0.510471747	D6	N
33	-0.31092215	D6	N
34	-0.301652158	D6	N
35	-0.407055837	D6	N
36	-0.373850909	D6	N
37	-0.194088174	D6	N
38	-0.001548985	D6	N
39	0.264260037	D6	N
40	0.876395853	D6	N
1	0.01798207	D7	N
2	0.019580817	D7	N
3	-0.079913633	D7	N
4	0.019606253	D7	N
5	0.02174183	D7	N
6	0.018984733	D7	N
7	-0.029669854	D7	N
8	0.023541924	D7	N
9	-0.127806746	D7	N
10	0.031588554	D7	N
11	-0.071142909	D7	N
12	-0.118536401	D7	N
13	-0.065983904	D7	N
14	-0.163419595	D7	N
15	-0.161929469	D7	N
16	-0.105906927	D7	N
17	-0.04987236	D7	N
18	-0.15048858	D7	N
19	-0.203360403	D7	N
20	-0.149387411	D7	N
21	-0.196013107	D7	N
22	-0.198929827	D7	N
23	-0.250973568	D7	N
24	-0.202722689	D7	N
25	-0.197887767	D7	N
26	-0.251430313	D7	N
27	-0.191159636	D7	N
28	-0.351104879	D7	N
29	-0.291642039	D7	N
30	-0.18931713	D7	N
31	-0.400702137	D7	N
32	-0.191410268	D7	N
33	-0.143631664	D7	N
34	-0.033493791	D7	N
35	0.015875543	D7	N
36	0.155804617	D7	N
37	0.641955359	D7	N
38	1.146431572	D7	N
39	2.084909984	D7	N
40	3.062410226	D7	N
1	-0.025385756	E1	N
2	-0.023993457	E1	N
3	-0.139050734	E1	N
4	-0.082567802	E1	N
5	0.153462412	E1	N
6	0.092149581	E1	N
7	0.094308731	E1	N
8	0.037878842	E1	N
9	0.214924495	E1	N
10	0.221584888	E1	N
11	0.220779123	E1	N
12	0.34190708	E1	N
13	0.343456593	E1	N
14	0.231200491	E1	N
15	0.173892106	E1	N
16	0.179038021	E1	N
17	0.361110045	E1	N
18	0.245441883	E1	N
19	0.243887552	E1	N
20	0.3649924	E1	N
21	0.42955787	E1	N
22	0.36734266	E1	N
23	0.248347106	E1	N
24	0.422317216	E1	N
25	0.368563784	E1	N
26	0.425245281	E1	N
27	0.435268979	E1	N
28	0.369472895	E1	N
29	0.378444306	E1	N
30	0.555062427	E1	N
31	0.429696198	E1	N
32	0.492258814	E1	N
33	0.724362569	E1	N
34	0.672880914	E1	N
35	0.96614036	E1	N
36	1.302743634	E1	N
37	1.80428869	E1	N
38	2.561062908	E1	N
39	3.641302383	E1	N
40	4.646612858	E1	N
1	-0.035369022	E2	S23
2	-0.034011398	E2	S23
3	0.023791687	E2	S23
4	-0.034122777	E2	S23
5	0.07925516	E2	S23
6	-0.034912672	E2	S23
7	-0.032791501	E2	S23
8	-0.08656016	E2	S23
9	0.082053801	E2	S23
10	0.088447723	E2	S23
11	0.031850981	E2	S23
12	0.259059612	E2	S23
13	0.092674089	E2	S23
14	0.15383375	E2	S23
15	0.043328853	E2	S23
16	0.16047352	E2	S23
17	0.221630001	E2	S23
18	0.111508627	E2	S23
19	0.110013294	E2	S23
20	0.281649823	E2	S23
21	0.343279386	E2	S23
22	0.171432869	E2	S23
23	0.226935351	E2	S23
24	0.50494816	E2	S23
25	0.904718412	E2	S23
26	1.239746275	E2	S23
27	2.154997268	E2	S23
28	2.878164145	E2	S23
29	3.909863144	E2	S23
30	4.980674059	E2	S23
31	5.924829327	E2	S23
32	6.779748853	E2	S23
33	7.388360795	E2	S23
34	7.917507129	E2	S23
35	8.304591328	E2	S23
36	8.821014656	E2	S23
37	9.002165332	E2	S23
38	9.365902319	E2	S23
39	9.447187015	E2	S23
40	9.610473596	E2	N
1	-0.012526	E3	N
2	-0.064827532	E3	N
3	-0.116500583	E3	N
4	0.095712559	E3	N
5	0.097713775	E3	N
6	-0.01209822	E3	N
7	-0.063628513	E3	N
8	-0.061726559	E3	N
9	0.100354746	E3	N
10	0.106681314	E3	N
11	0.052243566	E3	N
12	0.163186578	E3	N
13	0.11082368	E3	N
14	0.061942419	E3	N
15	-0.098225994	E3	N
16	0.068195764	E3	N
17	0.180962243	E3	N
18	0.129184254	E3	N
19	0.073644392	E3	N
20	0.130487497	E3	N
21	0.135419316	E3	N
22	0.078574075	E3	N
23	0.077853029	E3	N
24	0.18296726	E3	N
25	0.187850667	E3	N
26	0.185575161	E3	N
27	0.303092986	E3	N
28	0.405260119	E3	N
29	0.631121109	E3	N
30	1.172500142	E3	N
31	1.869028436	E3	N
32	2.795719856	E3	N
33	3.81831097	E3	N
34	4.809500179	E3	N
35	5.834806122	E3	N
36	6.66383117	E3	N
37	7.480758871	E3	N
38	8.104556952	E3	N
39	8.670392955	E3	N
40	9.15366633	E3	N
1	-0.168809614	E4	N
2	-0.115194872	E4	N
3	-0.112861172	E4	N
4	0.040787946	E4	N
5	0.043203477	E4	N
6	0.144064621	E4	N
7	-0.009493924	E4	N
8	-0.05921895	E4	N
9	0.202776079	E4	N
10	0.054060592	E4	N
11	0.053174478	E4	N
12	0.161801186	E4	N
13	0.215842462	E4	N
14	0.06494728	E4	N
15	0.119187712	E4	N
16	0.177422687	E4	N
17	0.183314624	E4	N
18	0.080932055	E4	N
19	0.289257121	E4	N
20	0.240282913	E4	N
21	0.246371322	E4	N
22	0.295550695	E4	N
23	0.136949619	E4	N
24	0.290829892	E4	N
25	0.244403567	E4	N
26	0.294211261	E4	N
27	0.410938813	E4	N
28	0.193068733	E4	N
29	0.361433304	E4	N
30	0.360065888	E4	N
31	0.29982173	E4	N
32	0.356371752	E4	N
33	0.298654841	E4	N
34	0.307063239	E4	N
35	0.409397228	E4	N
36	0.443960149	E4	N
37	0.416458075	E4	N
38	0.615685223	E4	N
39	0.730205708	E4	N
40	0.938663299	E4	N
1	-0.023644904	E5	N
2	-0.123733023	E5	N
3	0.032891732	E5	N
4	0.080702177	E5	N
5	0.032759078	E5	N
6	-0.022619964	E5	N
7	-0.0704921	E5	N
8	-0.067334886	E5	N
9	0.037061869	E5	N
10	-0.004245967	E5	N
11	0.045888854	E5	N
12	0.154065448	E5	N
13	0.002245375	E5	N
14	0.112787762	E5	N
15	-0.14215222	E5	N
16	-0.031778405	E5	N
17	0.078939492	E5	N
18	0.082368107	E5	N
19	0.028475669	E5	N
20	0.032874529	E5	N
21	0.04053474	E5	N
22	-0.067159448	E5	N
23	-0.119900358	E5	N
24	0.030297797	E5	N
25	0.037842662	E5	N
26	0.086108792	E5	N
27	0.100257855	E5	N
28	-0.115619545	E5	N
29	0.000562811	E5	N
30	0.05102608	E5	N
31	-0.009651863	E5	N
32	-0.004565557	E5	N
33	0.041426829	E5	N
34	0.052302108	E5	N
35	0.048799503	E5	N
36	0.389028977	E5	N
37	0.577392984	E5	N
38	0.976736083	E5	N
39	1.923289211	E5	N
40	2.645911809	E5	N
1	0.140176511	E6	N
2	-0.010930334	E6	N
3	-0.008913655	E6	N
4	-0.010910294	E6	N
5	0.042022629	E6	N
6	-0.011268346	E6	N
7	0.092639937	E6	N
8	-0.007151627	E6	N
9	0.045108564	E6	N
10	0.000233348	E6	N
11	-0.000358027	E6	N
12	0.054207473	E6	N
13	-0.046484286	E6	N
14	-0.09304587	E6	N
15	-0.142660099	E6	N
16	-0.086951387	E6	N
17	-0.082448386	E6	N
18	-0.131714451	E6	N
19	-0.081577727	E6	N
20	-0.130365594	E6	N
21	-0.074315809	E6	N
22	-0.076772255	E6	N
23	-0.231583156	E6	N
24	0.022543532	E6	N
25	0.027274387	E6	N
26	-0.026212398	E6	N
27	-0.017664195	E6	N
28	-0.228817275	E6	N
29	-0.066823295	E6	N
30	-0.016139829	E6	N
31	-0.227493584	E6	N
32	-0.224730138	E6	N
33	-0.125302465	E6	N
34	-0.170766376	E6	N
35	-0.069921246	E6	N
36	-0.134236028	E6	N
37	0.038356172	E6	N
38	0.544846632	E6	N
39	1.119925508	E6	N
40	1.994712158	E6	N
1	-0.155668941	F1	N
2	-0.0952555	F1	N
3	-0.034072246	F1	N
4	-0.036067224	F1	N
5	0.143166463	F1	N
6	0.022228505	F1	N
7	0.083404392	F1	N
8	0.085541819	F1	N
9	0.205161509	F1	N
10	0.152340326	F1	N
11	0.270158808	F1	N
12	0.155198021	F1	N
13	0.21602107	F1	N
14	0.221125479	F1	N
15	0.222661875	F1	N
16	0.168203112	F1	N
17	0.292370637	F1	N
18	0.175424519	F1	N
19	0.233535988	F1	N
20	0.176793625	F1	N
21	0.241594678	F1	N
22	0.238712951	F1	N
23	0.297670209	F1	N
24	0.47353008	F1	N
25	0.419206678	F1	N
26	0.297395694	F1	N
27	0.426828174	F1	N
28	0.360772664	F1	N
29	0.549497924	F1	N
30	0.847963739	F1	N
31	1.080015398	F1	N
32	1.862389468	F1	N
33	2.574197591	F1	N
34	3.604576786	F1	N
35	4.67779121	F1	N
36	5.780065547	F1	N
37	6.911245972	F1	N
38	7.7237258	F1	N
39	8.345273604	F1	N
40	9.059339896	F1	N
1	-0.058474951	F2	N
2	-0.057052566	F2	N
3	-0.054806791	F2	N
4	-0.057069138	F2	N
5	0.114144153	F2	N
6	0.054784342	F2	N
7	0.000670911	F2	N
8	0.172228538	F2	N
9	0.230060052	F2	N
10	0.180851449	F2	N
11	0.236527522	F2	N
12	0.240640589	F2	N
13	0.298913897	F2	N
14	0.134626429	F2	N
15	0.079646225	F2	N
16	0.198664158	F2	N
17	0.260988318	F2	N
18	0.206775978	F2	N
19	0.375715546	F2	N
20	0.322141668	F2	N
21	0.327937948	F2	N
22	0.153832583	F2	N
23	0.380727638	F2	N
24	0.433940838	F2	N
25	0.553804638	F2	N
26	0.551087311	F2	N
27	0.391000789	F2	N
28	0.498012085	F2	N
29	0.679380412	F2	N
30	0.9063591	F2	N
31	1.297134847	F2	N
32	2.157624377	F2	N
33	3.005900977	F2	N
34	3.875785442	F2	N
35	4.955016469	F2	N
36	5.887441324	F2	N
37	6.684729724	F2	N
38	7.628446971	F2	N
39	8.108077037	F2	N
40	8.731039913	F2	N
1	-0.197396436	F3	N
2	-0.03325217	F3	N
3	-0.030930484	F3	N
4	0.020950661	F3	N
5	0.077322182	F3	N
6	-0.034090189	F3	N
7	0.076694744	F3	N
8	0.187605743	F3	N
9	0.243340123	F3	N
10	0.196430376	F3	N
11	0.195554761	F3	N
12	0.036330931	F3	N
13	0.201341815	F3	N
14	0.097964807	F3	N
15	0.099725984	F3	N
16	0.10521305	F3	N
17	0.220144736	F3	N
18	0.167962076	F3	N
19	0.056848162	F3	N
20	0.169560816	F3	N
21	0.230082679	F3	N
22	0.117219278	F3	N
23	0.171198989	F3	N
24	0.277211214	F3	N
25	0.228238639	F3	N
26	0.170897997	F3	N
27	0.236349231	F3	N
28	0.120014395	F3	N
29	0.294436676	F3	N
30	0.293148239	F3	N
31	0.450480577	F3	N
32	0.454167354	F3	N
33	0.7234035	F3	N
34	0.731912267	F3	N
35	1.222897494	F3	N
36	1.968985837	F3	N
37	2.88214174	F3	N
38	4.018344136	F3	N
39	4.969254506	F3	N
40	6.120143826	F3	N
1	0.093577615	F4	N
2	-0.010999568	F4	N
3	0.04324566	F4	N
4	-0.063803616	F4	N
5	0.14852114	F4	N
6	-0.116963615	F4	N
7	-0.010119736	F4	N
8	-0.008714106	F4	N
9	0.256136496	F4	N
10	0.049373663	F4	N
11	0.154599142	F4	N
12	0.051351602	F4	N
13	0.052344165	F4	N
14	0.002717258	F4	N
15	0.0037877	F4	N
16	0.060239648	F4	N
17	0.010380937	F4	N
18	0.118416602	F4	N
19	0.064174528	F4	N
20	0.01286752	F4	N
21	0.069583254	F4	N
22	0.067651004	F4	N
23	-0.039361472	F4	N
24	0.171464456	F4	N
25	0.068545152	F4	N
26	0.067042603	F4	N
27	0.126850748	F4	N
28	-0.037047845	F4	N
29	-0.031402171	F4	N
30	0.181808983	F4	N
31	0.177493728	F4	N
32	0.233319078	F4	N
33	0.016904926	F4	N
34	0.0749579	F4	N
35	0.019461558	F4	N
36	0.115969921	F4	N
37	0.236582821	F4	N
38	0.175908276	F4	N
39	0.180354504	F4	N
40	0.499337958	F4	N
1	-0.126654235	F5	N
2	-0.021418763	F5	N
3	-0.071273154	F5	N
4	-0.021496998	F5	N
5	0.188139834	F5	N
6	-0.073950919	F5	N
7	0.031895441	F5	N
8	0.137913717	F5	N
9	0.243097878	F5	N
10	0.145930267	F5	N
11	0.249180638	F5	N
12	0.200985392	F5	N
13	0.254692643	F5	N
14	0.207791762	F5	N
15	0.209450628	F5	N
16	0.266934993	F5	N
17	0.32460032	F5	N
18	0.274590233	F5	N
19	0.273046482	F5	N
20	0.328504929	F5	N
21	0.333977358	F5	N
22	0.121170799	F5	N
23	0.277817705	F5	N
24	0.483960487	F5	N
25	0.48975227	F5	N
26	0.330036163	F5	N
27	0.392714693	F5	N
28	0.334062328	F5	N
29	0.343390356	F5	N
30	0.394941525	F5	N
31	0.3884731	F5	N
32	0.602297493	F5	N
33	0.335118351	F5	N
34	0.342328346	F5	N
35	0.391740712	F5	N
36	0.428050423	F5	N
37	0.607676267	F5	N
38	0.754416736	F5	N
39	0.867497639	F5	N
40	1.180458362	F5	N
1	0.080667807	F6	N
2	-0.021321222	F6	N
3	0.032209124	F6	N
4	0.030371737	F6	N
5	0.083793444	F6	N
6	-0.125053082	F6	N
7	-0.123328772	F6	N
8	-0.069832647	F6	N
9	0.138239221	F6	N
10	0.040430724	F6	N
11	0.091617957	F6	N
12	-0.060709944	F6	N
13	-0.007533	F6	N
14	-0.055197115	F6	N
15	-0.105788629	F6	N
16	-0.101617372	F6	N
17	-0.045362584	F6	N
18	-0.095568613	F6	N
19	-0.096783556	F6	N
20	0.062122981	F6	N
21	-0.037927363	F6	N
22	-0.092483112	F6	N
23	-0.093032056	F6	N
24	0.060746005	F6	N
25	0.012925005	F6	N
26	0.010991337	F6	N
27	-0.033480463	F6	N
28	-0.038501884	F6	N
29	0.12568191	F6	N
30	0.386424451	F6	N
31	0.641916691	F6	N
32	1.220657601	F6	N
33	1.999996809	F6	N
34	2.952506271	F6	N
35	4.099905696	F6	N
36	5.219253703	F6	N
37	6.209209156	F6	N
38	7.18023332	F6	N
39	7.776745433	F6	N
40	8.505237065	F6	N
1	0.090729981	F7	S23
2	-0.011443063	F7	S23
3	0.043356556	F7	S23
4	0.040805826	F7	S23
5	0.043336118	F7	S23
6	-0.116055438	F7	S23
7	-0.009220145	F7	S23
8	-0.006484285	F7	S23
9	0.047318602	F7	S23
10	-0.048969437	F7	S23
11	-0.102033634	F7	S23
12	-0.045206054	F7	S23
13	0.009059754	F7	S23
14	-0.037102302	F7	S23
15	-0.139896069	F7	S23
16	-0.238754454	F7	S23
17	-0.075315042	F7	S23
18	-0.177675452	F7	S23
19	-0.126762925	F7	S23
20	-0.123317678	F7	S23
21	-0.117163419	F7	S23
22	-0.120576306	F7	S23
23	-0.068663917	F7	S23
24	0.190475945	F7	S23
25	0.407665565	F7	S23
26	0.930900622	F7	S23
27	1.525051672	F7	S23
28	2.305462939	F7	S23
29	3.166203505	F7	S23
30	4.167266936	F7	S23
31	4.891019971	F7	S23
32	5.90207524	F7	S23
33	6.312725958	F7	S23
34	6.86171153	F7	S23
35	7.223536397	F7	S23
36	7.59906111	F7	S23
37	7.983240941	F7	S23
38	8.163668125	F7	S23
39	8.346956886	F7	S23
40	8.394126338	F7	S23
1	0.178245542	G1	N
2	0.119625807	G1	N
3	0.001417157	G1	N
4	-0.120975831	G1	N
5	0.061502683	G1	N
6	-0.061569817	G1	N
7	0.000652151	G1	N
8	-0.177800475	G1	N
9	-0.056110833	G1	N
10	0.191520633	G1	N
11	0.190680152	G1	N
12	-0.046927123	G1	N
13	-0.105933326	G1	N
14	0.080309135	G1	N
15	0.021308599	G1	N
16	-0.03421102	G1	N
17	0.091997197	G1	N
18	-0.087891279	G1	N
19	-0.028684476	G1	N
20	-0.147211759	G1	N
21	-0.081560982	G1	N
22	-0.023622347	G1	N
23	-0.085097357	G1	N
24	-0.027359037	G1	N
25	-0.022402525	G1	N
26	0.036227055	G1	N
27	0.045732789	G1	N
28	0.039890531	G1	N
29	-0.012484259	G1	N
30	-0.0743954	G1	N
31	0.041273741	G1	N
32	-0.138536595	G1	N
33	-0.021154428	G1	N
34	-0.014782795	G1	N
35	-0.017821578	G1	N
36	-0.032351223	G1	N
37	0.10892437	G1	N
38	0.099224625	G1	N
39	0.167036582	G1	N
40	0.286808427	G1	N
1	-0.105706	G2	N
2	-0.046739026	G2	N
3	0.013186118	G2	N
4	-0.046641522	G2	N
5	0.012945105	G2	N
6	0.067249325	G2	N
7	0.127207307	G2	N
8	-0.042788264	G2	N
9	0.131262511	G2	N
10	0.138716461	G2	N
11	0.195437098	G2	N
12	0.142227478	G2	N
13	-0.02919672	G2	N
14	0.207459355	G2	N
15	0.093707662	G2	N
16	0.0995942	G2	N
17	0.337089172	G2	N
18	0.107929815	G2	N
19	0.222077415	G2	N
20	0.167638092	G2	N
21	0.17359195	G2	N
22	0.228177564	G2	N
23	0.169274756	G2	N
24	0.397606516	G2	N
25	0.403872378	G2	N
26	0.401097204	G2	N
27	0.471056035	G2	N
28	0.405692506	G2	N
29	0.707558893	G2	N
30	0.939187762	G2	N
31	1.686120267	G2	N
32	2.622107741	G2	N
33	3.834812501	G2	N
34	4.956291393	G2	N
35	5.99741763	G2	N
36	7.117546732	G2	N
37	8.170639391	G2	N
38	8.838019313	G2	N
39	9.445924771	G2	N
40	10.02215876	G2	N
1	-0.156969455	G3	N
2	-0.04498017	G3	N
3	-0.098158777	G3	N
4	-0.100281757	G3	N
5	0.178533114	G3	N
6	0.06488759	G3	N
7	0.122458182	G3	N
8	0.12474695	G3	N
9	0.070719976	G3	N
10	0.188522013	G3	N
11	0.243220458	G3	N
12	0.191801783	G3	N
13	0.137740473	G3	N
14	0.421338612	G3	N
15	0.200371313	G3	N
16	0.205866656	G3	N
17	0.322889659	G3	N
18	0.213637527	G3	N
19	0.212029544	G3	N
20	0.215241341	G3	N
21	0.276700849	G3	N
22	0.329382268	G3	N
23	0.328643446	G3	N
24	0.380990708	G3	N
25	0.386783739	G3	N
26	0.44004407	G3	N
27	0.506895938	G3	N
28	0.388207774	G3	N
29	0.229596753	G3	N
30	0.284580326	G3	N
31	0.445647991	G3	N
32	0.337183887	G3	N
33	0.500195759	G3	N
34	0.620166001	G3	N
35	0.448235363	G3	N
36	0.430961974	G3	N
37	0.509289531	G3	N
38	0.721830612	G3	N
39	0.729635817	G3	N
40	0.895021053	G3	N
1	0.019031088	G4	N
2	0.074622336	G4	N
3	-0.030534892	G4	N
4	-0.03313895	G4	N
5	0.076999362	G4	N
6	-0.087947856	G4	N
7	-0.031550403	G4	N
8	-0.082921355	G4	N
9	-0.081296854	G4	N
10	-0.019498864	G4	N
11	0.087674377	G4	N
12	-0.124098374	G4	N
13	-0.284766647	G4	N
14	-0.008065664	G4	N
15	-0.1689036	G4	N
16	-0.162977904	G4	N
17	-0.048347884	G4	N
18	-0.100130059	G4	N
19	-0.156252711	G4	N
20	-0.152784779	G4	N
21	-0.14687926	G4	N
22	-0.041360648	G4	N
23	-0.205552288	G4	N
24	-0.100472443	G4	N
25	-0.203339865	G4	N
26	-0.042824891	G4	N
27	-0.031642561	G4	N
28	-0.202395743	G4	N
29	-0.24707301	G4	N
30	-0.193784308	G4	N
31	-0.091891386	G4	N
32	-0.087994104	G4	N
33	0.343384324	G4	N
34	0.789505437	G4	N
35	1.386396584	G4	N
36	2.125073829	G4	N
37	2.872168521	G4	N
38	3.672457447	G4	N
39	4.344226739	G4	N
40	5.105175334	G4	N
1	0.02963352	G5	N
2	-0.021961223	G5	N
3	-0.072811747	G5	N
4	0.03113052	G5	N
5	0.139335297	G5	N
6	-0.075692847	G5	N
7	0.032666098	G5	N
8	-0.018310656	G5	N
9	-0.016877588	G5	N
10	0.043011874	G5	N
11	0.042170382	G5	N
12	-0.007118691	G5	N
13	-0.165518148	G5	N
14	-0.000432666	G5	N
15	-0.105694072	G5	N
16	-0.047092247	G5	N
17	0.011598384	G5	N
18	-0.039703563	G5	N
19	0.012390202	G5	N
20	-0.038251568	G5	N
21	0.020656029	G5	N
22	0.017706911	G5	N
23	-0.090241092	G5	N
24	0.120824124	G5	N
25	-0.034618273	G5	N
26	-0.036963904	G5	N
27	0.080155176	G5	N
28	0.073959398	G5	N
29	0.029359745	G5	N
30	0.243423952	G5	N
31	0.290347291	G5	N
32	0.670095476	G5	N
33	1.255598066	G5	N
34	2.018141511	G5	N
35	3.035368737	G5	N
36	4.133392226	G5	N
37	5.469565336	G5	N
38	6.091318938	G5	N
39	6.971829982	G5	N
40	7.774072889	G5	N
1	-0.054980135	G6	N
2	-0.000725608	G6	N
3	0.054332349	G6	N
4	-0.053544493	G6	N
5	0.05411563	G6	N
6	-0.054177878	G6	N
7	-0.157945974	G6	N
8	-0.050114967	G6	N
9	-0.154750061	G6	N
10	0.010388254	G6	N
11	0.062736539	G6	N
12	-0.145941929	G6	N
13	-0.144525196	G6	N
14	-0.033506246	G6	N
15	-0.138462298	G6	N
16	-0.133697564	G6	N
17	-0.18238082	G6	N
18	-0.23374503	G6	N
19	-0.235090441	G6	N
20	-0.125688457	G6	N
21	-0.17437599	G6	N
22	-0.177000613	G6	N
23	-0.284518005	G6	N
24	-0.233990534	G6	N
25	-0.17576889	G6	N
26	-0.231269437	G6	N
27	-0.062127599	G6	N
28	-0.121186823	G6	N
29	-0.113100932	G6	N
30	0.046668088	G6	N
31	0.468685945	G6	N
32	1.061200405	G6	N
33	1.911854187	G6	N
34	2.779615365	G6	N
35	3.73908593	G6	N
36	4.831229906	G6	N
37	5.789335743	G6	N
38	6.515730524	G6	N
39	7.232406187	G6	N
40	7.817250404	G6	N
1	-0.024138456	G7	N
2	0.031045707	G7	N
3	-0.019535961	G7	N
4	-0.128839601	G7	N
5	0.140428087	G7	N
6	-0.023098232	G7	N
7	0.086374	G7	N
8	-0.124450786	G7	N
9	0.037528501	G7	N
10	0.099339824	G7	N
11	0.044909946	G7	N
12	0.049692154	G7	N
13	-0.162623525	G7	N
14	0.004428349	G7	N
15	-0.154618278	G7	N
16	-0.202018166	G7	N
17	-0.034489833	G7	N
18	-0.085552798	G7	N
19	-0.08736458	G7	N
20	-0.083760593	G7	N
21	-0.131273833	G7	N
22	-0.027145827	G7	N
23	-0.027943328	G7	N
24	0.075718795	G7	N
25	-0.133270133	G7	N
26	-0.190054333	G7	N
27	-0.070646666	G7	N
28	0.029769335	G7	N
29	-0.067480976	G7	N
30	-0.014778302	G7	N
31	0.301145366	G7	N
32	0.683429324	G7	N
33	1.378826204	G7	N
34	2.147023726	G7	N
35	3.00662829	G7	N
36	3.999402964	G7	N
37	5.021381713	G7	N
38	5.64547626	G7	N
39	6.477085091	G7	N
40	7.067106334	G7	N
1	0.169037309	H1	N
2	-0.075116413	H1	N
3	0.051564463	H1	N
4	0.048220532	H1	N
5	0.051490423	H1	N
6	-0.076159005	H1	N
7	0.050496288	H1	N
8	0.05388609	H1	N
9	0.117809777	H1	N
10	0.189835838	H1	N
11	0.312280456	H1	N
12	0.009020364	H1	N
13	0.073115632	H1	N
14	0.20502196	H1	N
15	0.145357154	H1	N
16	0.091428324	H1	N
17	0.099395486	H1	N
18	0.289490725	H1	N
19	0.349281592	H1	N
20	0.167463914	H1	N
21	0.113305635	H1	N
22	0.170893655	H1	N
23	0.107521522	H1	N
24	0.227258627	H1	N
25	0.36006952	H1	N
26	0.418657574	H1	N
27	0.122429082	H1	N
28	0.300144164	H1	N
29	0.189501293	H1	N
30	0.250678766	H1	N
31	0.303303142	H1	N
32	0.309023251	H1	N
33	0.55193161	H1	N
34	0.376555798	H1	N
35	0.372461267	H1	N
36	0.411221689	H1	N
37	0.570041205	H1	N
38	0.991484135	H1	N
39	1.442168321	H1	N
40	2.126529648	H1	N
1	-0.013494049	H2	N
2	0.04661729	H2	N
3	-0.069623373	H2	N
4	-0.071246304	H2	N
5	0.10721429	H2	N
6	-0.012961903	H2	N
7	-0.306082659	H2	N
8	-0.068514763	H2	N
9	-0.126539637	H2	N
10	-0.062570885	H2	N
11	-0.122257525	H2	N
12	-0.178505732	H2	N
13	0.059304631	H2	N
14	-0.173821345	H2	N
15	-0.054059875	H2	N
16	-0.168817347	H2	N
17	-0.165119035	H2	N
18	-0.044495698	H2	N
19	-0.105191884	H2	N
20	-0.162349582	H2	N
21	-0.218130219	H2	N
22	-0.101244204	H2	N
23	-0.161243762	H2	N
24	-0.104117511	H2	N
25	-0.100244293	H2	N
26	0.017080914	H2	N
27	-0.0349734	H2	N
28	-0.099136205	H2	N
29	0.027034775	H2	N
30	0.324952616	H2	N
31	0.796588482	H2	N
32	1.456604872	H2	N
33	2.58472256	H2	N
34	3.491609006	H2	N
35	4.621888	H2	N
36	6.020543799	H2	N
37	6.847526056	H2	N
38	7.837987729	H2	N
39	8.636183525	H2	N
40	9.228612438	H2	N
1	-0.07007243	H3	N
2	-0.068888442	H3	N
3	-0.009989258	H3	N
4	-0.068826008	H3	N
5	0.046722471	H3	N
6	0.100981236	H3	N
7	0.103103682	H3	N
8	0.048141562	H3	N
9	0.220372282	H3	N
10	0.283712588	H3	N
11	0.168900237	H3	N
12	0.058269175	H3	N
13	0.230929144	H3	N
14	0.235914986	H3	N
15	0.180126233	H3	N
16	0.127778097	H3	N
17	0.132567059	H3	N
18	0.249505235	H3	N
19	0.362840506	H3	N
20	0.193534344	H3	N
21	0.198460766	H3	N
22	0.310544717	H3	N
23	0.1373865	H3	N
24	0.364093222	H3	N
25	0.311715231	H3	N
26	0.481590815	H3	N
27	0.4337551	H3	N
28	0.369908842	H3	N
29	0.320878563	H3	N
30	0.492647977	H3	N
31	0.543503256	H3	N
32	0.662107955	H3	N
33	1.002687319	H3	N
34	1.183822439	H3	N
35	1.872174002	H3	N
36	3.000048021	H3	N
37	4.01681158	H3	N
38	5.380986966	H3	N
39	6.552440555	H3	N
40	7.586618533	H3	N
1	-0.268655151	H4	S23
2	-0.100653938	H4	S23
3	-0.042628669	H4	S23
4	-0.100653938	H4	S23
5	0.123679229	H4	S23
6	0.120257317	H4	S23
7	0.067413402	H4	S23
8	0.181052119	H4	S23
9	0.182801726	H4	S23
10	0.30207876	H4	S23
11	0.245527631	H4	S23
12	0.194539113	H4	S23
13	0.363432868	H4	S23
14	0.146789736	H4	S23
15	0.316027125	H4	S23
16	0.322594971	H4	S23
17	0.329052776	H4	S23
18	0.387808621	H4	S23
19	0.497861025	H4	S23
20	0.389734484	H4	S23
21	0.508550806	H4	S23
22	0.392525091	H4	S23
23	0.615836479	H4	S23
24	1.003592798	H4	S23
25	1.291494102	H4	S23
26	2.128463548	H4	S23
27	2.763304892	H4	S23
28	3.873735828	H4	S23
29	4.905601849	H4	S23
30	5.915396673	H4	S23
31	6.796791559	H4	S23
32	7.706546972	H4	S23
33	8.367392109	H4	S23
34	8.898424562	H4	S23
35	9.339319384	H4	S23
36	9.734372517	H4	S23
37	10.03761192	H4	S23
38	10.39524163	H4	S23
39	10.59273995	H4	S23
40	10.64217564	H4	S23
1	-0.002035477	H5	N
2	-0.110058988	H5	N
3	-0.053265228	H5	N
4	-0.000664406	H5	N
5	0.165396111	H5	N
6	-0.001407489	H5	N
7	-0.053981804	H5	N
8	0.112211423	H5	N
9	0.113651075	H5	N
10	0.229804059	H5	N
11	0.229073776	H5	N
12	0.178015624	H5	N
13	0.289328883	H5	N
14	0.184675304	H5	N
15	0.351159188	H5	N
16	0.191325384	H5	N
17	0.251687171	H5	N
