Cycles	Fluorescence	Sample	genotype
18	0.364339322	H5	N
19	0.252377303	H5	N
20	0.365891621	H5	N
21	0.31599917	H5	N
22	0.257742467	H5	N
23	0.201707447	H5	N
24	0.419268924	H5	N
25	0.36955375	H5	N
26	0.477397278	H5	N
27	0.376833566	H5	N
28	0.536211354	H5	N
29	0.379433257	H5	N
30	0.599904214	H5	N
31	0.869597148	H5	N
32	1.427382325	H5	N
33	2.307098256	H5	N
34	3.094453304	H5	N
35	4.031714651	H5	N
36	5.216670739	H5	N
37	6.20864459	H5	N
38	7.181477517	H5	N
39	7.923652466	H5	N
40	8.584172935	H5	N
1	-0.012600369	H6	N
2	0.097591079	H6	N
3	-0.064298378	H6	N
4	-0.065956233	H6	N
5	0.04466865	H6	N
6	-0.012005117	H6	N
7	-0.119337582	H6	N
8	-0.00866805	H6	N
9	0.047148005	H6	N
10	-0.002466101	H6	N
11	-0.057697166	H6	N
12	-0.109536989	H6	N
13	-0.108428587	H6	N
14	-0.159410425	H6	N
15	-0.048638473	H6	N
16	-0.099545798	H6	N
17	-0.150633281	H6	N
18	-0.094042991	H6	N
19	-0.040128489	H6	N
20	-0.092944239	H6	N
21	-0.033845437	H6	N
22	-0.20142047	H6	N
23	-0.091712417	H6	N
24	0.015970869	H6	N
25	-0.145262927	H6	N
26	-0.036782498	H6	N
27	0.025858132	H6	N
28	-0.199365503	H6	N
29	-0.137613217	H6	N
30	-0.083081215	H6	N
31	-0.143059954	H6	N
32	-0.140852779	H6	N
33	-0.034133483	H6	N
34	-0.195160788	H6	N
35	-0.142617646	H6	N
36	-0.15428479	H6	N
37	0.026055692	H6	N
38	0.018064535	H6	N
39	0.29970331	H6	N
40	0.297701918	H6	N
1	0.019623431	H7	N
2	0.021148447	H7	N
3	-0.031412303	H7	N
4	-0.033691053	H7	N
5	0.078557533	H7	N
6	-0.034602624	H7	N
7	-0.087185207	H7	N
8	0.135336106	H7	N
9	-0.083363733	H7	N
10	0.144369626	H7	N
11	0.033234633	H7	N
12	0.037356423	H7	N
13	0.039032505	H7	N
14	-0.010667073	H7	N
15	0.101606483	H7	N
16	0.052004468	H7	N
17	-0.108766949	H7	N
18	0.171146441	H7	N
19	0.224983142	H7	N
20	0.117317493	H7	N
21	0.067488813	H7	N
22	0.11981466	H7	N
23	0.063439457	H7	N
24	0.226570943	H7	N
25	0.177058583	H7	N
26	0.285634826	H7	N
27	0.185396571	H7	N
28	0.067488813	H7	N
29	0.244633959	H7	N
30	0.355190866	H7	N
31	0.570727405	H7	N
32	0.965098292	H7	N
33	1.68324292	H7	N
34	2.531013073	H7	N
35	3.58568198	H7	N
36	4.666804869	H7	N
37	5.608529587	H7	N
38	6.69915208	H7	N
39	7.445774549	H7	N
40	8.110454701	H7	N
