temperature	df/dt	Sample	genotype
90.92626223	0.264152849	C1	S23
90.98616438	0.26585322	C1	S23
91.04606654	0.267154213	C1	S23
91.10596869	0.267961849	C1	S23
91.16587084	0.26734674	C1	S23
91.22577299	0.264473142	C1	S23
91.28567515	0.259371252	C1	S23
91.3455773	0.253809177	C1	S23
91.40547945	0.250346432	C1	S23
91.4653816	0.24969757	C1	S23
91.52528376	0.249555307	C1	S23
91.58518591	0.248073475	C1	S23
91.64508806	0.244978032	C1	S23
91.70499022	0.23981721	C1	S23
91.76489237	0.233553485	C1	S23
91.82479452	0.228219198	C1	S23
91.88469667	0.225426904	C1	S23
91.94459883	0.225294894	C1	S23
92.00450098	0.226335441	C1	S23
92.06440313	0.227145398	C1	S23
92.12430528	0.226671453	C1	S23
92.18420744	0.224639426	C1	S23
92.24410959	0.221583737	C1	S23
92.30401174	0.218431082	C1	S23
92.36391389	0.216120138	C1	S23
92.42381605	0.21469706	C1	S23
92.4837182	0.213528624	C1	S23
92.54362035	0.211756529	C1	S23
92.6035225	0.209548643	C1	S23
92.66342466	0.208038102	C1	S23
92.72332681	0.207502516	C1	S23
92.78322896	0.20721718	C1	S23
92.84313112	0.206747616	C1	S23
92.90303327	0.20549387	C1	S23
92.96293542	0.20223072	C1	S23
93.02283757	0.197372406	C1	S23
93.08273973	0.192644432	C1	S23
93.14264188	0.188948145	C1	S23
93.20254403	0.186730736	C1	S23
93.26244618	0.186895461	C1	S23
93.32234834	0.189367154	C1	S23
93.38225049	0.192345698	C1	S23
93.44215264	0.194548791	C1	S23
93.50205479	0.194437124	C1	S23
93.56195695	0.190089319	C1	S23
93.6218591	0.183109596	C1	S23
93.68176125	0.176254936	C1	S23
93.74166341	0.171312672	C1	S23
93.80156556	0.169250156	C1	S23
93.86146771	0.169307572	C1	S23
93.92136986	0.170534574	C1	S23
93.98127202	0.17209648	C1	S23
94.04117417	0.173403693	C1	S23
94.10107632	0.173415062	C1	S23
94.16097847	0.170959486	C1	S23
94.22088063	0.166040017	C1	S23
94.28078278	0.159441335	C1	S23
94.34068493	0.152568741	C1	S23
94.40058708	0.147764651	C1	S23
94.46048924	0.146095433	C1	S23
94.52039139	0.146155916	C1	S23
94.58029354	0.147266069	C1	S23
94.64019569	0.14971638	C1	S23
94.70009785	0.152777718	C1	S23
94.76	0.152777718	B2	S23
64.15	0.024821077	B2	S23
64.15	-0.138230855	A3	S23
64.20990215	-0.138230855	A3	S23
64.26980431	-0.062129491	A3	S23
64.32970646	0.010854656	A3	S23
64.38960861	0.069032017	A3	S23
64.44951076	0.100310466	A3	S23
64.50941292	0.099964418	A3	S23
64.56931507	0.102208202	A3	S23
64.62921722	0.139964498	A3	S23
64.68911937	0.20515164	A3	S23
64.74902153	0.283427578	A3	S23
64.80892368	0.367116174	A3	S23
64.86882583	0.451046558	A3	S23
64.92872798	0.528220256	A3	S23
64.98863014	0.592651603	A3	S23
65.04853229	0.641548666	A3	S23
65.10843444	0.674884066	A3	S23
65.16833659	0.696410069	A3	S23
65.22823875	0.714258291	A3	S23
65.2881409	0.736884282	A3	S23
65.34804305	0.764859017	A3	S23
65.40794521	0.790259569	A3	S23
65.46784736	0.808321972	A3	S23
65.52774951	0.817752819	A3	S23
65.58765166	0.815242722	A3	S23
65.64755382	0.802253687	A3	S23
65.70745597	0.784214161	A3	S23
65.76735812	0.764167365	A3	S23
65.82726027	0.745169606	A3	S23
65.88716243	0.726659065	A3	S23
65.94706458	0.707099891	A3	S23
66.00696673	0.69289868	A3	S23
66.06686888	0.687609034	A3	S23
66.12677104	0.688811351	A3	S23
66.18667319	0.696733663	A3	S23
66.24657534	0.711931954	A3	S23
66.3064775	0.730094639	A3	S23
66.36637965	0.743373432	A3	S23
66.4262818	0.74721123	A3	S23
66.48618395	0.741006707	A3	S23
66.54608611	0.725147814	A3	S23
66.60598826	0.703891261	A3	S23
66.66589041	0.685255951	A3	S23
66.72579256	0.675882419	A3	S23
66.78569472	0.67534084	A3	S23
66.84559687	0.677853913	A3	S23
66.90549902	0.680187017	A3	S23
66.96540117	0.682703739	A3	S23
67.02530333	0.687110157	A3	S23
67.08520548	0.695703927	A3	S23
67.14510763	0.708147203	A3	S23
67.20500978	0.723725196	A3	S23
67.26491194	0.743644507	A3	S23
67.32481409	0.766373668	A3	S23
67.38471624	0.78726734	A3	S23
67.4446184	0.799763278	A3	S23
67.50452055	0.799521699	A3	S23
67.5644227	0.787307489	A3	S23
67.62432485	0.76950763	A3	S23
67.68422701	0.751761366	A3	S23
67.74412916	0.734075943	A3	S23
67.80403131	0.715613057	A3	S23
67.86393346	0.700378267	A3	S23
67.92383562	0.692107887	A3	S23
67.98373777	0.687555616	A3	S23
68.04363992	0.685263226	A3	S23
68.10354207	0.688163464	A3	S23
68.16344423	0.696411916	A3	S23
68.22334638	0.706580403	A3	S23
68.28324853	0.715121577	A3	S23
68.34315068	0.717254759	A3	S23
68.40305284	0.711238167	A3	S23
68.46295499	0.703581527	A3	S23
68.52285714	0.70238002	A3	S23
68.5827593	0.710622107	A3	S23
68.64266145	0.724452503	A3	S23
68.7025636	0.736530551	A3	S23
68.76246575	0.743077649	A3	S23
68.82236791	0.741845777	A3	S23
68.88227006	0.731008787	A3	S23
68.94217221	0.71659484	A3	S23
69.00207436	0.708660113	A3	S23
69.06197652	0.712161409	A3	S23
69.12187867	0.728035951	A3	S23
69.18178082	0.747944544	A3	S23
69.24168297	0.758221809	A3	S23
69.30158513	0.75760543	A3	S23
69.36148728	0.754688179	A3	S23
69.42138943	0.75216445	A3	S23
69.48129159	0.746416927	A3	S23
69.54119374	0.739374226	A3	S23
69.60109589	0.73678016	A3	S23
69.66099804	0.737914165	A3	S23
69.7209002	0.740316317	A3	S23
69.78080235	0.746724869	A3	S23
69.8407045	0.757075154	A3	S23
69.90060665	0.76655275	A3	S23
69.96050881	0.771608313	A3	S23
70.02041096	0.770881589	A3	S23
70.08031311	0.768944742	A3	S23
70.14021526	0.77184545	A3	S23
70.20011742	0.780185828	A3	S23
