Cycles	Fluorescence	Sample	genotype
35	32.02359697	H1	S24
36	32.6050011	H1	S24
37	32.69546499	H1	S24
38	33.04452907	H1	S24
39	33.21849809	H1	S24
40	33.54675668	H1	S24
1	-0.252652903	H3	N
2	-0.08982426	H3	N
3	0.208196763	H3	N
4	0.021286847	H3	N
5	0.026182211	H3	N
6	-0.165841561	H3	N
7	-0.267440131	H3	N
8	-0.350183643	H3	N
9	-0.642187779	H3	N
10	-0.657431876	H3	N
11	-0.652727775	H3	N
12	-1.033167247	H3	N
13	-0.896237565	H3	N
14	-1.17017605	H3	N
15	-1.170167257	H3	N
16	-1.340416159	H3	N
17	-1.418578474	H3	N
18	-1.652590845	H3	N
19	-1.661995588	H3	N
20	-1.794790689	H3	N
21	-1.95997866	H3	N
22	-2.056724802	H3	N
23	-2.2447835	H3	N
24	-2.482891621	H3	N
25	-2.482977177	H3	N
26	-2.638823847	H3	N
27	-2.703212652	H3	N
28	-2.776536891	H3	N
29	-2.767552464	H3	N
30	-3.010420484	H3	N
31	-3.115326918	H3	N
32	-3.248692592	H3	N
33	-3.340081214	H3	N
34	-3.422278523	H3	N
35	-3.49596079	H3	N
36	-3.266883605	H3	N
37	-3.418449876	H3	N
38	-3.488080633	H3	N
39	-3.328751183	H3	N
40	-3.100689477	H3	N
1	-0.023194199	H5	N
2	0.128429349	H5	N
3	-0.000541894	H5	N
4	-0.062351754	H5	N
5	0.013716144	H5	N
6	-0.079251845	H5	N
7	-0.11612735	H5	N
8	-0.019228904	H5	N
9	-0.01347623	H5	N
10	-0.070282518	H5	N
11	0.158090069	H5	N
12	0.009696821	H5	N
13	0.003843581	H5	N
14	0.015528062	H5	N
15	0.167074082	H5	N
16	0.162760896	H5	N
17	0.011089752	H5	N
18	-0.064764496	H5	N
19	0.311206688	H5	N
20	0.318627795	H5	N
21	0.012558885	H5	N
22	-0.069075994	H5	N
23	0.072362057	H5	N
24	-0.004661821	H5	N
25	0.07090984	H5	N
26	0.070895581	H5	N
27	-0.000456448	H5	N
28	0.000949056	H5	N
29	0.079567775	H5	N
30	0.000978688	H5	N
31	0.143535178	H5	N
32	-0.076157564	H5	N
33	-0.080527441	H5	N
34	-0.157420391	H5	N
35	0.070789185	H5	N
36	0.144822789	H5	N
37	-0.00523548	H5	N
38	-0.002761237	H5	N
39	0.073739139	H5	N
40	-0.004502447	H5	N
