temperature	df/dt	Sample	genotype
84.20688845	0.172323595	A1	S5
84.26684932	0.175296266	A1	S5
84.32681018	0.176506646	A1	S5
84.38677104	0.17465882	A1	S5
84.4467319	0.170188203	A1	S5
84.50669276	0.165023842	A1	S5
84.56665362	0.160802676	A1	S5
84.62661448	0.158183867	A1	S5
84.68657534	0.157824863	A1	S5
84.7465362	0.159378499	A1	S5
84.80649706	0.161289365	A1	S5
84.86645793	0.162859189	A1	S5
84.92641879	0.164091375	A1	S5
84.98637965	0.165088041	A1	S5
85.04634051	0.166523999	A1	S5
85.10630137	0.168933246	A1	S5
85.16626223	0.172144959	A1	S5
85.22622309	0.175399079	A1	S5
85.28618395	0.177082107	A1	S5
85.34614481	0.176520404	A1	S5
85.40610568	0.173489087	A1	S5
85.46606654	0.165740885	A1	S5
85.5260274	0.150960444	A1	S5
85.58598826	0.1287768	A1	S5
85.64594912	0.101179769	A1	S5
85.70590998	0.072668471	A1	S5
85.76587084	0.049719683	A1	S5
85.8258317	0.039974135	A1	S5
85.88579256	0.049303005	A1	S5
85.94575342	0.075546458	A1	S5
86.00571429	0.108321613	A1	S5
86.06567515	0.137932602	A1	S5
86.12563601	0.1595665	A1	S5
86.18559687	0.171708879	A1	S5
86.24555773	0.175634619	A1	S5
86.30551859	0.174648046	A1	S5
86.36547945	0.170767893	A1	S5
86.42544031	0.164443835	A1	S5
86.48540117	0.157758294	A1	S5
86.54536204	0.152002088	A1	S5
86.6053229	0.146655405	A1	S5
86.66528376	0.14198491	A1	S5
86.72524462	0.138784344	A1	S5
86.78520548	0.13752676	A1	S5
86.84516634	0.138058402	A1	S5
86.9051272	0.13940678	A1	S5
86.96508806	0.140740262	A1	S5
87.02504892	0.141685665	A1	S5
87.08500978	0.142064992	A1	S5
87.14497065	0.141804278	A1	S5
87.20493151	0.140583003	A1	S5
87.26489237	0.138677725	A1	S5
87.32485323	0.136738914	A1	S5
87.38481409	0.135631213	A1	S5
87.44477495	0.135928208	A1	S5
87.50473581	0.136879091	A1	S5
87.56469667	0.137465143	A1	S5
87.62465753	0.137161468	A1	S5
87.6846184	0.136092079	A1	S5
87.74457926	0.134401898	A1	S5
87.80454012	0.132252282	A1	S5
87.86450098	0.130275746	A1	S5
87.92446184	0.128536696	A1	S5
87.9844227	0.126577647	A1	S5
88.04438356	0.124952789	A1	S5
88.10434442	0.125360872	A1	S5
88.16430528	0.128180986	A1	S5
88.22426614	0.131657531	A1	S5
88.28422701	0.133474281	A1	S5
88.34418787	0.132650867	A1	S5
88.40414873	0.130308497	A1	S5
88.46410959	0.127471474	A1	S5
88.52407045	0.124526113	A1	S5
88.58403131	0.122358077	A1	S5
88.64399217	0.120958209	A1	S5
88.70395303	0.12008152	A1	S5
88.76391389	0.120528388	A1	S5
88.82387476	0.12204784	A1	S5
88.88383562	0.122638116	A1	S5
88.94379648	0.121085348	A1	S5
89.00375734	0.118244741	A1	S5
89.0637182	0.115901517	A1	S5
89.12367906	0.114756386	A1	S5
89.18363992	0.114722293	A1	S5
89.24360078	0.115715168	A1	S5
89.30356164	0.117003926	A1	S5
89.3635225	0.1177868	A1	S5
89.42348337	0.117656529	A1	S5
89.48344423	0.116562538	A1	S5
89.54340509	0.114574521	A1	S5
89.60336595	0.112098324	A1	S5
89.66332681	0.109931102	A1	S5
89.72328767	0.108977877	A1	S5
89.78324853	0.10951104	A1	S5
89.84320939	0.111099973	A1	S5
89.90317025	0.113172514	A1	S5
89.96313112	0.11475232	A1	S5
90.02309198	0.116185933	A1	S5
90.08305284	0.118581216	A1	S5
90.1430137	0.121225906	A1	S5
90.20297456	0.123184518	A1	S5
90.26293542	0.123960129	A1	S5
90.32289628	0.12312128	A1	S5
90.38285714	0.120864138	A1	S5
90.442818	0.116876654	A1	S5
90.50277886	0.111177635	A1	S5
90.56273973	0.10565122	A1	S5
90.62270059	0.101995219	A1	S5
90.68266145	0.100067089	A1	S5
90.74262231	0.099141473	A1	S5
90.80258317	0.098657973	A1	S5
90.86254403	0.097787928	A1	S5
90.92250489	0.096283327	A1	S5
90.98246575	0.094597945	A1	S5
91.04242661	0.09322566	A1	S5
91.10238748	0.092191228	A1	S5
91.16234834	0.091526636	A1	S5
91.2223092	0.091988301	A1	S5
91.28227006	0.094026711	A1	S5
