temperature	df/dt	Sample	genotype		
90.78637965	0.202763335	B1	S1		
90.84553816	0.193812945	B1	S1		
90.90469667	0.182054538	B1	S1		
90.96385519	0.168550276	B1	S1		
91.0230137	0.155941862	B1	S1		
91.08217221	0.147201149	B1	S1		
91.14133072	0.144112937	B1	S1		
91.20048924	0.145278294	B1	S1		
91.25964775	0.148429856	B1	S1		
91.31880626	0.152121695	B1	S1		
91.37796477	0.156292661	B1	S1		
91.43712329	0.161871056	B1	S1		
91.4962818	0.169699019	B1	S1		
91.55544031	0.179092346	B1	S1		
91.61459883	0.184925569	B1	S1		
91.67375734	0.182102768	B1	S1		
91.73291585	0.170911989	B1	S1		
91.79207436	0.156733435	B1	S1		
91.85123288	0.146003742	B1	S1		
91.91039139	0.142330831	B1	S1		
91.9695499	0.145019372	B1	S1		
92.02870841	0.149548561	B1	S1		
92.08786693	0.152144798	B1	S1		
92.14702544	0.151820614	B1	S1		
92.20618395	0.148360194	B1	S1		
92.26534247	0.143829985	B1	S1		
92.32450098	0.141226189	B1	S1		
92.38365949	0.14134763	B1	S1		
92.442818	0.143249884	B1	S1		
92.50197652	0.144482389	B1	S1		
92.56113503	0.14310499	B1	S1		
92.62029354	0.138325691	B1	S1		
92.67945205	0.132163686	B1	S1		
92.73861057	0.128343724	B1	S1		
92.79776908	0.12874985	B1	S1		
92.85692759	0.133175294	B1	S1		
92.91608611	0.138594467	B1	S1		
92.97524462	0.143290796	B1	S1		
93.03440313	0.147579877	B1	S1		
93.09356164	0.149277588	B1	S1		
93.15272016	0.145942766	B1	S1		
93.21187867	0.138564818	B1	S1		
93.27103718	0.129477103	B1	S1		
93.33019569	0.121045575	B1	S1		
93.38935421	0.115651209	B1	S1		
93.44851272	0.113781347	B1	S1		
93.50767123	0.115024015	B1	S1		
93.56682975	0.11799343	B1	S1		
93.62598826	0.120908402	B1	S1		
93.68514677	0.123690339	B1	S1		
93.74430528	0.127344496	B1	S1		
93.8034638	0.131468821	B1	S1		
93.86262231	0.133362955	B1	S1		
93.92178082	0.130835504	B1	S1		
93.98093933	0.124415599	B1	S1		
94.04009785	0.116684233	B1	S1		
94.09925636	0.11061344	B1	S1		
94.15841487	0.107584021	B1	S1		
94.21757339	0.107736669	B1	S1		
94.2767319	0.110677662	B1	S1		
94.33589041	0.115018762	B1	S1		
94.39504892	0.118990557	B1	S1		
94.45420744	0.12127316	B1	S1		
94.51336595	0.122113419	B1	S1		
94.57252446	0.122455056	B1	S1		
94.63168297	0.123283394	B1	S1		
94.69084149	0.126324437	B1	S1		
94.75	0.126324437	B1	S1		
64.52	-0.954771786	C1	S1		
64.57915851	-0.954771786	C1	S1		
64.63831703	-0.717289864	C1	S1		
64.69747554	-0.419364295	C1	S1		
64.75663405	-0.100037267	C1	S1		
64.81579256	0.206204282	C1	S1		
64.87495108	0.456066273	C1	S1		
64.93410959	0.59893855	C1	S1		
64.9932681	0.625157023	C1	S1		
65.05242661	0.625489036	C1	S1		
65.11158513	0.680662195	C1	S1		
65.17074364	0.785832201	C1	S1		
65.22990215	0.927153041	C1	S1		
65.28906067	1.087502214	C1	S1		
65.34821918	1.24927385	C1	S1		
65.40737769	1.402021568	C1	S1		
65.4665362	1.541255047	C1	S1		
65.52569472	1.659796368	C1	S1		
65.58485323	1.744698695	C1	S1		
65.64401174	1.789662225	C1	S1		
65.70317025	1.801743368	C1	S1		
65.76232877	1.793002182	C1	S1		
65.82148728	1.77122367	C1	S1		
65.88064579	1.73773283	C1	S1		
65.93980431	1.69679078	C1	S1		
65.99896282	1.661015647	C1	S1		
66.05812133	1.638819142	C1	S1		
66.11727984	1.625349283	C1	S1		
66.17643836	1.61175611	C1	S1		
66.23559687	1.592330052	C1	S1		
66.29475538	1.572528531	C1	S1		
66.35391389	1.562650455	C1	S1		
66.41307241	1.563532765	C1	S1		
66.47223092	1.568679175	C1	S1		
66.53138943	1.574107429	C1	S1		
66.59054795	1.591577806	C1	S1		
66.64970646	1.623996554	C1	S1		
66.70886497	1.660040532	C1	S1		
66.76802348	1.693655875	C1	S1		
66.827182	1.71929446	C1	S1		
66.88634051	1.738050404	C1	S1		
66.94549902	1.7509828	C1	S1		
67.00465753	1.747544171	C1	S1		
67.06381605	1.723531418	C1	S1		
67.12297456	1.679922216	C1	S1		
67.18213307	1.624481264	C1	S1		
67.24129159	1.572977737	C1	S1		
67.3004501	1.533097733	C1	S1		
67.35960861	1.509574298	C1	S1		
67.41876712	1.510707156	C1	S1		
67.47792564	1.541698197	C1	S1		
67.53708415	1.593470372	C1	S1		
67.59624266	1.648677784	C1	S1		
67.65540117	1.691549845	C1	S1		
67.71455969	1.715424488	C1	S1		
67.7737182	1.721183047	C1	S1		
67.83287671	1.710328668	C1	S1		
67.89203523	1.684267294	C1	S1		
67.95119374	1.652696105	C1	S1		
68.01035225	1.629556906	C1	S1		
68.06951076	1.619820993	C1	S1		
68.12866928	1.621560588	C1	S1		
68.18782779	1.627906883	C1	S1		
68.2469863	1.63379222	C1	S1		
68.30614481	1.63479125	C1	S1		
68.36530333	1.632411777	C1	S1		
68.42446184	1.636192672	C1	S1		
68.48362035	1.650657052	C1	S1		
68.54277886	1.676693425	C1	S1		
68.60193738	1.70415865	C1	S1		
68.66109589	1.715993093	C1	S1		
68.7202544	1.714319251	C1	S1		
68.77941292	1.709903781	C1	S1		
68.83857143	1.711415419	C1	S1		
68.89772994	1.722453827	C1	S1		
68.95688845	1.734011813	C1	S1		
69.01604697	1.734818071	C1	S1		
69.07520548	1.724347562	C1	S1		
69.13436399	1.712956418	C1	S1		
69.1935225	1.707985665	C1	S1		
69.25268102	1.710823462	C1	S1		
69.31183953	1.726247842	C1	S1		
69.37099804	1.75947444	C1	S1		
69.43015656	1.79589817	C1	S1		
69.48931507	1.817516577	C1	S1		
69.54847358	1.82479387	C1	S1		
69.60763209	1.82392459	C1	S1		
69.66679061	1.818703068	C1	S1		
69.72594912	1.815653382	C1	S1		
69.78510763	1.816447844	C1	S1		
69.84426614	1.81397096	C1	S1		
69.90342466	1.805395071	C1	S1		
69.96258317	1.790928744	C1	S1		
70.02174168	1.772723908	C1	S1		
70.0809002	1.755710535	C1	S1		
70.14005871	1.746891805	C1	S1		
70.19921722	1.752333324	C1	S1		
70.25837573	1.768895625	C1	S1		
70.31753425	1.7913044	C1	S1		
70.37669276	1.813753372	C1	S1		
70.43585127	1.833721128	C1	S1		
70.49500978	1.859171579	C1	S1		
70.5541683	1.895598807	C1	S1		
70.61332681	1.936520772	C1	S1		
70.67248532	1.974588032	C1	S1		
70.73164384	2.003265689	C1	S1		
70.79080235	2.018094532	C1	S1		
70.84996086	2.022503157	C1	S1		
70.90911937	2.02031412	C1	S1		
70.96827789	2.017792387	C1	S1		
71.0274364	2.023051201	C1	S1		
71.08659491	2.046506966	C1	S1		
71.14575342	2.086402476	C1	S1		
71.20491194	2.134435407	C1	S1		
71.26407045	2.187068066	C1	S1		
71.32322896	2.230866253	C1	S1		
71.38238748	2.250295371	C1	S1		
71.44154599	2.239927961	C1	S1		
71.5007045	2.210103462	C1	S1		
71.55986301	2.186456188	C1	S1		
71.61902153	2.185900318	C1	S1		
71.67818004	2.204334637	C1	S1		
71.73733855	2.23407921	C1	S1		
71.79649706	2.268357913	C1	S1		
71.85565558	2.3014996	C1	S1		
71.91481409	2.339435695	C1	S1		
71.9739726	2.390960659	C1	S1		
72.03313112	2.456729556	C1	S1		
72.09228963	2.535553283	C1	S1		
72.15144814	2.621555693	C1	S1		
72.21060665	2.703566966	C1	S1		
72.26976517	2.778188395	C1	S1		
72.32892368	2.845832441	C1	S1		
72.38808219	2.901184688	C1	S1		
72.4472407	2.939060147	C1	S1		
72.50639922	2.965566371	C1	S1		
72.56555773	2.993614463	C1	S1		
72.62471624	3.022979812	C1	S1		
72.68387476	3.042044787	C1	S1		
72.74303327	3.043819525	C1	S1		
72.80219178	3.029498924	C1	S1		
72.86135029	3.005067474	C1	S1		
72.92050881	2.978997882	C1	S1		
72.97966732	2.955105156	C1	S1		
73.03882583	2.933417791	C1	S1		
73.09798434	2.919366397	C1	S1		
73.15714286	2.918894833	C1	S1		
73.21630137	2.931814999	C1	S1		
73.27545988	2.950645717	C1	S1		
73.3346184	2.971480073	C1	S1		
73.39377691	2.998389971	C1	S1		
73.45293542	3.035740283	C1	S1		
73.51209393	3.08639642	C1	S1		
73.57125245	3.1686064	C1	S1		
73.63041096	3.313157941	C1	S1		
73.68956947	3.528785054	C1	S1		
73.74872798	3.80783159	C1	S1		
73.8078865	4.14368801	C1	S1		
73.86704501	4.514618352	C1	S1		
73.92620352	4.869027471	C1	S1		
73.98536204	5.160725223	C1	S1		
74.04452055	5.381662532	C1	S1		
74.10367906	5.548751304	C1	S1		
74.16283757	5.684438586	C1	S1		
74.22199609	5.811674534	C1	S1		
74.2811546	5.94683233	C1	S1		
74.34031311	6.08622007	C1	S1		
74.39947162	6.222412884	C1	S1		
74.45863014	6.346472209	C1	S1		
74.51778865	6.460493281	C1	S1		
74.57694716	6.591532717	C1	S1		
74.63610568	6.769376401	C1	S1		
74.69526419	7.013622094	C1	S1		
74.7544227	7.297006512	C1	S1		
74.81358121	7.569129664	C1	S1		
74.87273973	7.821170135	C1	S1		
74.93189824	8.068459122	C1	S1		
74.99105675	8.309273244	C1	S1		
75.05021526	8.534087724	C1	S1		
75.10937378	8.738508578	C1	S1		
75.16853229	8.937641629	C1	S1		
75.2276908	9.149971898	C1	S1		
75.28684932	9.358717674	C1	S1		
75.34600783	9.551094828	C1	S1		
75.40516634	9.735948791	C1	S1		
75.46432485	9.916840683	C1	S1		
75.52348337	10.08933279	C1	S1		
75.58264188	10.24072641	C1	S1		
75.64180039	10.35962845	C1	S1		
75.7009589	10.45279652	C1	S1		
75.76011742	10.53843358	C1	S1		
75.81927593	10.62316624	C1	S1		
75.87843444	10.72074509	C1	S1		
75.93759295	10.85809159	C1	S1		
75.99675147	11.02786389	C1	S1		
76.05590998	11.19067782	C1	S1		
76.11506849	11.32805359	C1	S1		
76.17422701	11.44926898	C1	S1		
76.23338552	11.53754078	C1	S1		
76.29254403	11.57221192	C1	S1		
76.35170254	11.56800308	C1	S1		
76.41086106	11.53458287	C1	S1		
76.47001957	11.4826903	C1	S1		
76.52917808	11.42396352	C1	S1		
76.58833659	11.35395812	C1	S1		
76.64749511	11.27581104	C1	S1		
76.70665362	11.19990329	C1	S1		
76.76581213	11.11698694	C1	S1		
76.82497065	11.00592171	C1	S1		
76.88412916	10.86047159	C1	S1		
76.94328767	10.68038247	C1	S1		
77.00244618	10.45489947	C1	S1		
77.0616047	10.1852083	C1	S1		
77.12076321	9.889874911	C1	S1		
77.17992172	9.593936167	C1	S1		
77.23908023	9.316157837	C1	S1		
77.29823875	9.054643173	C1	S1		
77.35739726	8.794721886	C1	S1		
77.41655577	8.530377879	C1	S1		
77.47571429	8.27286391	C1	S1		
77.5348728	8.023069388	C1	S1		
77.59403131	7.75971655	C1	S1		
77.65318982	7.467445362	C1	S1		
77.71234834	7.15965931	C1	S1		
77.77150685	6.852196295	C1	S1		
77.83066536	6.538034209	C1	S1		
77.88982387	6.21430498	C1	S1		
77.94898239	5.887719982	C1	S1		
78.0081409	5.567910644	C1	S1		
78.06729941	5.275586716	C1	S1		
78.12645793	5.01437832	C1	S1		
78.18561644	4.76941889	C1	S1		
78.24477495	4.535977243	C1	S1		
78.30393346	4.31211332	C1	S1		
78.36309198	4.086247765	C1	S1		
78.42225049	3.857542738	C1	S1		
78.481409	3.634279449	C1	S1		
78.54056751	3.418894236	C1	S1		
78.59972603	3.213722662	C1	S1		
78.65888454	3.030172358	C1	S1		
78.71804305	2.870116911	C1	S1		
78.77720157	2.71821282	C1	S1		
78.83636008	2.568982709	C1	S1		
78.89551859	2.424325203	C1	S1		
78.9546771	2.278350209	C1	S1		
79.01383562	2.130875558	C1	S1		
79.07299413	1.992204117	C1	S1		
79.13215264	1.865176951	C1	S1		
79.19131115	1.74790227	C1	S1		
79.25046967	1.64465071	C1	S1		
79.30962818	1.56095141	C1	S1		
79.36878669	1.492931769	C1	S1		
79.42794521	1.431901993	C1	S1		
79.48710372	1.375406501	C1	S1		
79.54626223	1.320846326	C1	S1		
79.60542074	1.262917462	C1	S1		
79.66457926	1.201688432	C1	S1		
79.72373777	1.144148173	C1	S1		
79.78289628	1.09396479	C1	S1		
79.84205479	1.045960048	C1	S1		
79.90121331	0.999450542	C1	S1		
79.96037182	0.959625667	C1	S1		
80.01953033	0.924982678	C1	S1		
80.07868885	0.892326331	C1	S1		
80.13784736	0.862497192	C1	S1		
80.19700587	0.835129673	C1	S1		
80.25616438	0.808393509	C1	S1		
80.3153229	0.78152513	C1	S1		
80.37448141	0.754809225	C1	S1		
80.43363992	0.731160544	C1	S1		
80.49279843	0.714178328	C1	S1		
80.55195695	0.703088701	C1	S1		
80.61111546	0.694862237	C1	S1		
80.67027397	0.688115848	C1	S1		
80.72943249	0.67965506	C1	S1		
80.788591	0.666854144	C1	S1		
80.84774951	0.652428156	C1	S1		
80.90690802	0.639759845	C1	S1		
80.96606654	0.628384324	C1	S1		
81.02522505	0.61571882	C1	S1		
81.08438356	0.600895676	C1	S1		
81.14354207	0.585828961	C1	S1		
81.20270059	0.57027758	C1	S1		
81.2618591	0.552228578	C1	S1		
81.32101761	0.535337285	C1	S1		
81.38017613	0.524172185	C1	S1		
81.43933464	0.517837835	C1	S1		
81.49849315	0.512409295	C1	S1		
81.55765166	0.506652473	C1	S1		
81.61681018	0.503858541	C1	S1		
81.67596869	0.505207274	C1	S1		
81.7351272	0.507885185	C1	S1		
81.79428571	0.509101735	C1	S1		
81.85344423	0.507411446	C1	S1		
81.91260274	0.504092501	C1	S1		
81.97176125	0.500664687	C1	S1		
82.03091977	0.498456313	C1	S1		
82.09007828	0.496900244	C1	S1		
82.14923679	0.494117359	C1	S1		
82.2083953	0.490666491	C1	S1		
82.26755382	0.487154537	C1	S1		
82.32671233	0.482903395	C1	S1		
82.38587084	0.476302971	C1	S1		
82.44502935	0.468973801	C1	S1		
82.50418787	0.465042341	C1	S1		
82.56334638	0.46390033	C1	S1		
82.62250489	0.460763508	C1	S1		
82.68166341	0.454054828	C1	S1		
82.74082192	0.445556187	C1	S1		
82.79998043	0.439015707	C1	S1		
82.85913894	0.4374019	C1	S1		
82.91829746	0.437891278	C1	S1		
82.97745597	0.435608294	C1	S1		
83.03661448	0.43056473	C1	S1		
83.09577299	0.426877692	C1	S1		
83.15493151	0.426681075	C1	S1		
83.21409002	0.428125437	C1	S1		
83.27324853	0.429288172	C1	S1		
83.33240705	0.429885903	C1	S1		
83.39156556	0.428539347	C1	S1		
83.45072407	0.426491412	C1	S1		
83.50988258	0.425596816	C1	S1		
83.5690411	0.426388095	C1	S1		
83.62819961	0.427967102	C1	S1		
83.68735812	0.427053594	C1	S1		
83.74651663	0.421993695	C1	S1		
83.80567515	0.413663093	C1	S1		
83.86483366	0.405362659	C1	S1		
83.92399217	0.399163211	C1	S1		
83.98315068	0.396562335	C1	S1		
84.0423092	0.397813097	C1	S1		
84.10146771	0.400628883	C1	S1		
84.16062622	0.403851813	C1	S1		
84.21978474	0.408912183	C1	S1		
84.27894325	0.416374568	C1	S1		
84.33810176	0.423964598	C1	S1		
84.39726027	0.428973626	C1	S1		
84.45641879	0.429749091	C1	S1		
84.5155773	0.424798749	C1	S1		
84.57473581	0.412148	C1	S1		
84.63389432	0.39297798	C1	S1		
84.69305284	0.374756542	C1	S1		
84.75221135	0.363120966	C1	S1		
84.81136986	0.357038554	C1	S1		
84.87052838	0.357244173	C1	S1		
84.92968689	0.364208791	C1	S1		
84.9888454	0.373588769	C1	S1		
85.04800391	0.381676191	C1	S1		
85.10716243	0.38555078	C1	S1		
85.16632094	0.383972	C1	S1		
85.22547945	0.379925035	C1	S1		
85.28463796	0.376804241	C1	S1		
85.34379648	0.376069758	C1	S1		
85.40295499	0.37807703	C1	S1		
85.4621135	0.380984844	C1	S1		
85.52127202	0.382983728	C1	S1		
85.58043053	0.385194429	C1	S1		
85.63958904	0.388856657	C1	S1		
85.69874755	0.393846765	C1	S1		
85.75790607	0.398609709	C1	S1		
85.81706458	0.402434919	C1	S1		
85.87622309	0.404224714	C1	S1		
85.9353816	0.401998049	C1	S1		
85.99454012	0.395344293	C1	S1		
86.05369863	0.385104355	C1	S1		
86.11285714	0.371875654	C1	S1		
86.17201566	0.35631212	C1	S1		
86.23117417	0.340283283	C1	S1		
86.29033268	0.324293567	C1	S1		
86.34949119	0.308782663	C1	S1		
86.40864971	0.297407625	C1	S1		
86.46780822	0.293231316	C1	S1		
86.52696673	0.294935834	C1	S1		
86.58612524	0.300911952	C1	S1		
86.64528376	0.31086193	C1	S1		
86.70444227	0.322093821	C1	S1		
86.76360078	0.331683078	C1	S1		
86.8227593	0.338571053	C1	S1		
86.88191781	0.34267775	C1	S1		
86.94107632	0.343871826	C1	S1		
87.00023483	0.341753824	C1	S1		
87.05939335	0.33665422	C1	S1		
87.11855186	0.328789507	C1	S1		
87.17771037	0.320099599	C1	S1		
87.23686888	0.31319584	C1	S1		
87.2960274	0.308515036	C1	S1		
87.35518591	0.305435822	C1	S1		
87.41434442	0.304955097	C1	S1		
87.47350294	0.306698791	C1	S1		
87.53266145	0.30783311	C1	S1		
87.59181996	0.307637378	C1	S1		
87.65097847	0.305838604	C1	S1		
87.71013699	0.30085279	C1	S1		
87.7692955	0.2942067	C1	S1		
87.82845401	0.288428047	C1	S1		
87.88761252	0.284577676	C1	S1		
87.94677104	0.283680176	C1	S1		
88.00592955	0.285106527	C1	S1		
88.06508806	0.286931448	C1	S1		
88.12424658	0.286728093	C1	S1		
88.18340509	0.284064098	C1	S1		
88.2425636	0.28087357	C1	S1		
88.30172211	0.280824872	C1	S1		
88.36088063	0.284798984	C1	S1		
88.42003914	0.289587193	C1	S1		
88.47919765	0.293096095	C1	S1		
88.53835616	0.294431388	C1	S1		
88.59751468	0.292529102	C1	S1		
88.65667319	0.28735647	C1	S1		
88.7158317	0.281211485	C1	S1		
88.77499022	0.276531662	C1	S1		
88.83414873	0.274164461	C1	S1		
88.89330724	0.2728838	C1	S1		
88.95246575	0.271547315	C1	S1		
89.01162427	0.270651613	C1	S1		
89.07078278	0.270250153	C1	S1		
89.12994129	0.271280018	C1	S1		
89.1890998	0.273193424	C1	S1		
89.24825832	0.273415284	C1	S1		
89.30741683	0.272026122	C1	S1		
89.36657534	0.270506219	C1	S1		
89.42573386	0.268850553	C1	S1		
89.48489237	0.26728999	C1	S1		
89.54405088	0.267209784	C1	S1		
89.60320939	0.268678612	C1	S1		
89.66236791	0.270872689	C1	S1		
89.72152642	0.271638391	C1	S1		
89.78068493	0.268815935	C1	S1		
89.83984344	0.262902982	C1	S1		
89.89900196	0.256003361	C1	S1		
89.95816047	0.251885017	C1	S1		
90.01731898	0.253675901	C1	S1		
90.0764775	0.260390994	C1	S1		
90.13563601	0.26865179	C1	S1		
90.19479452	0.27499744	C1	S1		
90.25395303	0.275966682	C1	S1		
90.31311155	0.270894253	C1	S1		
90.37227006	0.262325164	C1	S1		
90.43142857	0.251067848	C1	S1		
90.49058708	0.2394038	C1	S1		
90.5497456	0.231525556	C1	S1		
90.60890411	0.227713626	C1	S1		
90.66806262	0.226811827	C1	S1		
90.72722114	0.227248465	C1	S1		
90.78637965	0.226557882	C1	S1		
90.84553816	0.223081729	C1	S1		
90.90469667	0.215833488	C1	S1		
90.96385519	0.206518535	C1	S1		
91.0230137	0.199307147	C1	S1		
91.08217221	0.198203842	C1	S1		
91.14133072	0.203881745	C1	S1		
91.20048924	0.211453037	C1	S1		
91.25964775	0.215035637	C1	S1		
91.31880626	0.213787323	C1	S1		
91.37796477	0.210554883	C1	S1		
91.43712329	0.206009645	C1	S1		
91.4962818	0.199712231	C1	S1		
91.55544031	0.193618274	C1	S1		
91.61459883	0.189510765	C1	S1		
91.67375734	0.186026805	C1	S1		
91.73291585	0.182155626	C1	S1		
91.79207436	0.179336327	C1	S1		
91.85123288	0.177076507	C1	S1		
91.91039139	0.174185354	C1	S1		
91.9695499	0.172370421	C1	S1		
92.02870841	0.17324835	C1	S1		
92.08786693	0.175473743	C1	S1		
92.14702544	0.178416061	C1	S1		
92.20618395	0.183053166	C1	S1		
92.26534247	0.189827649	C1	S1		
92.32450098	0.197739692	C1	S1		
92.38365949	0.203539684	C1	S1		
92.442818	0.204821227	C1	S1		
92.50197652	0.202491327	C1	S1		
92.56113503	0.2002187	C1	S1		
92.62029354	0.198111613	C1	S1		
92.67945205	0.193204064	C1	S1		
92.73861057	0.18683384	C1	S1		
92.79776908	0.18140473	C1	S1		
92.85692759	0.17578879	C1	S1		
92.91608611	0.168155657	C1	S1		
92.97524462	0.159902269	C1	S1		
93.03440313	0.153867246	C1	S1		
93.09356164	0.15133451	C1	S1		
93.15272016	0.150773653	C1	S1		
93.21187867	0.14902551	C1	S1		
93.27103718	0.145792392	C1	S1		
93.33019569	0.145314825	C1	S1		
93.38935421	0.149971312	C1	S1		
93.44851272	0.156827272	C1	S1		
93.50767123	0.161887756	C1	S1		
93.56682975	0.163321757	C1	S1		
93.62598826	0.1616896	C1	S1		
93.68514677	0.159374838	C1	S1		
93.74430528	0.158152798	C1	S1		
93.8034638	0.156439267	C1	S1		
93.86262231	0.152760164	C1	S1		
93.92178082	0.147544223	C1	S1		
93.98093933	0.141119602	C1	S1		
94.04009785	0.134170445	C1	S1		
94.09925636	0.127680142	C1	S1		
94.15841487	0.123357842	C1	S1		
94.21757339	0.12331853	C1	S1		
94.2767319	0.127968699	C1	S1		
94.33589041	0.136456269	C1	S1		
94.39504892	0.146173271	C1	S1		
94.45420744	0.153207767	C1	S1		
94.51336595	0.156011451	C1	S1		
94.57252446	0.156834688	C1	S1		
94.63168297	0.159275209	C1	S1		
94.69084149	0.164549054	C1	S1		
94.75	0.164549054	C1	S1		
64.52	-0.929380262	D1	S1		
64.57915851	-0.929380262	D1	S1		
64.63831703	-0.704876966	D1	S1		
64.69747554	-0.429459491	D1	S1		
64.75663405	-0.140714105	D1	S1		
64.81579256	0.137876933	D1	S1		
64.87495108	0.376492474	D1	S1		
64.93410959	0.528623799	D1	S1		
64.9932681	0.579931486	D1	S1		
65.05242661	0.610562037	D1	S1		
65.11158513	0.686762212	D1	S1		
65.17074364	0.793564437	D1	S1		
65.22990215	0.917903311	D1	S1		
65.28906067	1.05633296	D1	S1		
65.34821918	1.195727278	D1	S1		
65.40737769	1.323572925	D1	S1		
65.4665362	1.43571341	D1	S1		
65.52569472	1.524582391	D1	S1		
65.58485323	1.584355617	D1	S1		
65.64401174	1.617029308	D1	S1		
65.70317025	1.629790465	D1	S1		
65.76232877	1.631018482	D1	S1		
65.82148728	1.621637824	D1	S1		
65.88064579	1.60519145	D1	S1		
65.93980431	1.597188678	D1	S1		
65.99896282	1.604886924	D1	S1		
66.05812133	1.618410091	D1	S1		
66.11727984	1.626793971	D1	S1		
66.17643836	1.625859546	D1	S1		
66.23559687	1.611871574	D1	S1		
66.29475538	1.586300554	D1	S1		
66.35391389	1.557213291	D1	S1		
66.41307241	1.529676383	D1	S1		
66.47223092	1.507399473	D1	S1		
66.53138943	1.502253555	D1	S1		
66.59054795	1.516837395	D1	S1		
66.64970646	1.541943933	D1	S1		
66.70886497	1.575740051	D1	S1		
66.76802348	1.620178184	D1	S1		
66.827182	1.671431818	D1	S1		
66.88634051	1.715604048	D1	S1		
66.94549902	1.736238645	D1	S1		
67.00465753	1.723073796	D1	S1		
67.06381605	1.678469329	D1	S1		
67.12297456	1.619159851	D1	S1		
67.18213307	1.561586552	D1	S1		
67.24129159	1.516638111	D1	S1		
67.3004501	1.493534927	D1	S1		
67.35960861	1.493503458	D1	S1		
67.41876712	1.509058939	D1	S1		
67.47792564	1.530705008	D1	S1		
67.53708415	1.553305682	D1	S1		
67.59624266	1.58269922	D1	S1		
67.65540117	1.617937844	D1	S1		
67.71455969	1.642121601	D1	S1		
67.7737182	1.64977727	D1	S1		
67.83287671	1.655264826	D1	S1		
67.89203523	1.669325824	D1	S1		
67.95119374	1.690870407	D1	S1		
68.01035225	1.708554336	D1	S1		
68.06951076	1.708751527	D1	S1		
68.12866928	1.696540918	D1	S1		
68.18782779	1.679443813	D1	S1		
68.2469863	1.657036539	D1	S1		
68.30614481	1.629761709	D1	S1		
68.36530333	1.597968613	D1	S1		
68.42446184	1.569813582	D1	S1		
68.48362035	1.560200923	D1	S1		
68.54277886	1.571214043	D1	S1		
68.60193738	1.598516271	D1	S1		
68.66109589	1.634513872	D1	S1		
68.7202544	1.668602885	D1	S1		
68.77941292	1.699461687	D1	S1		
68.83857143	1.726449007	D1	S1		
68.89772994	1.738822606	D1	S1		
68.95688845	1.72247625	D1	S1		
69.01604697	1.684727359	D1	S1		
69.07520548	1.649771855	D1	S1		
69.13436399	1.635533274	D1	S1		
69.1935225	1.647320019	D1	S1		
69.25268102	1.677430261	D1	S1		
69.31183953	1.709434591	D1	S1		
69.37099804	1.729022173	D1	S1		
69.43015656	1.738597561	D1	S1		
69.48931507	1.753553438	D1	S1		
69.54847358	1.772234452	D1	S1		
69.60763209	1.78006292	D1	S1		
69.66679061	1.776714094	D1	S1		
69.72594912	1.765055763	D1	S1		
69.78510763	1.748935916	D1	S1		
69.84426614	1.738657545	D1	S1		
69.90342466	1.739305338	D1	S1		
69.96258317	1.747759575	D1	S1		
70.02174168	1.754294578	D1	S1		
70.0809002	1.752270894	D1	S1		
70.14005871	1.745845603	D1	S1		
70.19921722	1.740800371	D1	S1		
70.25837573	1.739873845	D1	S1		
70.31753425	1.742091298	D1	S1		
70.37669276	1.748301601	D1	S1		
70.43585127	1.764114634	D1	S1		
70.49500978	1.797700538	D1	S1		
70.5541683	1.846943152	D1	S1		
70.61332681	1.897360876	D1	S1		
70.67248532	1.939855579	D1	S1		
70.73164384	1.969279292	D1	S1		
70.79080235	1.988195739	D1	S1		
70.84996086	1.999327737	D1	S1		
70.90911937	1.998655361	D1	S1		
70.96827789	1.987826427	D1	S1		
71.0274364	1.972279502	D1	S1		
71.08659491	1.957260922	D1	S1		
71.14575342	1.951074097	D1	S1		
71.20491194	1.96210474	D1	S1		
71.26407045	1.992001873	D1	S1		
71.32322896	2.039167724	D1	S1		
71.38238748	2.099124465	D1	S1		
71.44154599	2.164453562	D1	S1		
71.5007045	2.228833726	D1	S1		
71.55986301	2.280173011	D1	S1		
71.61902153	2.303207279	D1	S1		
71.67818004	2.296944843	D1	S1		
71.73733855	2.269451388	D1	S1		
71.79649706	2.225864899	D1	S1		
71.85565558	2.176317198	D1	S1		
71.91481409	2.134879251	D1	S1		
71.9739726	2.10879749	D1	S1		
72.03313112	2.096677599	D1	S1		
72.09228963	2.09679878	D1	S1		
72.15144814	2.107990601	D1	S1		
72.21060665	2.126635765	D1	S1		
72.26976517	2.151214089	D1	S1		
72.32892368	2.183980602	D1	S1		
72.38808219	2.221602275	D1	S1		
72.4472407	2.258639028	D1	S1		
72.50639922	2.299187919	D1	S1		
72.56555773	2.347653097	D1	S1		
72.62471624	2.408073192	D1	S1		
72.68387476	2.487000487	D1	S1		
72.74303327	2.5862489	D1	S1		
72.80219178	2.697069324	D1	S1		
72.86135029	2.80956741	D1	S1		
72.92050881	2.923454465	D1	S1		
72.97966732	3.045508818	D1	S1		
73.03882583	3.177228099	D1	S1		
73.09798434	3.314516726	D1	S1		
73.15714286	3.450695729	D1	S1		
73.21630137	3.57284601	D1	S1		
73.27545988	3.671150172	D1	S1		
73.3346184	3.748597977	D1	S1		
73.39377691	3.812399547	D1	S1		
73.45293542	3.867282705	D1	S1		
73.51209393	3.9187929	D1	S1		
73.57125245	3.983369776	D1	S1		
73.63041096	4.078579123	D1	S1		
73.68956947	4.190063969	D1	S1		
