temperature	df/dt	Sample	genotype		
77.5348728	2.653198408	A6	S24		
77.59403131	2.506599204	A6	S24		
77.65318982	2.356773026	A6	S24		
77.71234834	2.209337004	A6	S24		
77.77150685	2.074451136	A6	S24		
77.83066536	1.954344465	A6	S24		
77.88982387	1.848250819	A6	S24		
77.94898239	1.753720367	A6	S24		
78.0081409	1.669706298	A6	S24		
78.06729941	1.597959194	A6	S24		
78.12645793	1.53754465	A6	S24		
78.18561644	1.484935738	A6	S24		
78.24477495	1.435554845	A6	S24		
78.30393346	1.385184539	A6	S24		
78.36309198	1.32957432	A6	S24		
78.42225049	1.266017043	A6	S24		
78.481409	1.198396184	A6	S24		
78.54056751	1.134130047	A6	S24		
78.59972603	1.077293748	A6	S24		
78.65888454	1.034199619	A6	S24		
78.71804305	1.005679651	A6	S24		
78.77720157	0.9822772	A6	S24		
78.83636008	0.959322342	A6	S24		
78.89551859	0.936498734	A6	S24		
78.9546771	0.908305795	A6	S24		
79.01383562	0.872983243	A6	S24		
79.07299413	0.837106323	A6	S24		
79.13215264	0.803929952	A6	S24		
79.19131115	0.776397902	A6	S24		
79.25046967	0.759749295	A6	S24		
79.30962818	0.756585018	A6	S24		
79.36878669	0.762470628	A6	S24		
79.42794521	0.765671475	A6	S24		
79.48710372	0.759862505	A6	S24		
79.54626223	0.748043423	A6	S24		
79.60542074	0.731644412	A6	S24		
79.66457926	0.711439941	A6	S24		
79.72373777	0.691560693	A6	S24		
79.78289628	0.676192458	A6	S24		
79.84205479	0.6651207	A6	S24		
79.90121331	0.655410414	A6	S24		
79.96037182	0.647617919	A6	S24		
80.01953033	0.640993934	A6	S24		
80.07868885	0.632469957	A6	S24		
80.13784736	0.621144709	A6	S24		
80.19700587	0.608740368	A6	S24		
80.25616438	0.597799764	A6	S24		
80.3153229	0.588265241	A6	S24		
80.37448141	0.578186791	A6	S24		
80.43363992	0.568931867	A6	S24		
80.49279843	0.564230257	A6	S24		
80.55195695	0.565282095	A6	S24		
80.61111546	0.569362187	A6	S24		
80.67027397	0.570462879	A6	S24		
80.72943249	0.563582712	A6	S24		
80.788591	0.551798144	A6	S24		
80.84774951	0.541819467	A6	S24		
80.90690802	0.537177483	A6	S24		
80.96606654	0.536961615	A6	S24		
81.02522505	0.537420547	A6	S24		
81.08438356	0.535985588	A6	S24		
81.14354207	0.534066526	A6	S24		
81.20270059	0.535380349	A6	S24		
81.2618591	0.53925642	A6	S24		
81.32101761	0.54396527	A6	S24		
81.38017613	0.549921475	A6	S24		
81.43933464	0.55701975	A6	S24		
81.49849315	0.563011067	A6	S24		
81.55765166	0.562288176	A6	S24		
81.61681018	0.550303428	A6	S24		
81.67596869	0.530161089	A6	S24		
81.7351272	0.509131622	A6	S24		
81.79428571	0.491121197	A6	S24		
81.85344423	0.478836937	A6	S24		
81.91260274	0.475934987	A6	S24		
81.97176125	0.481956537	A6	S24		
82.03091977	0.493475109	A6	S24		
82.09007828	0.506181795	A6	S24		
82.14923679	0.515333526	A6	S24		
82.2083953	0.519018984	A6	S24		
82.26755382	0.520309512	A6	S24		
82.32671233	0.523001218	A6	S24		
82.38587084	0.525441183	A6	S24		
82.44502935	0.52617613	A6	S24		
82.50418787	0.523325642	A6	S24		
82.56334638	0.513883607	A6	S24		
82.62250489	0.4998067	A6	S24		
82.68166341	0.485916032	A6	S24		
82.74082192	0.477630427	A6	S24		
82.79998043	0.477197882	A6	S24		
82.85913894	0.481507041	A6	S24		
82.91829746	0.486722164	A6	S24		
82.97745597	0.490851128	A6	S24		
83.03661448	0.49510347	A6	S24		
83.09577299	0.500463053	A6	S24		
83.15493151	0.507109248	A6	S24		
83.21409002	0.516086297	A6	S24		
83.27324853	0.526277231	A6	S24		
83.33240705	0.533157854	A6	S24		
83.39156556	0.533606597	A6	S24		
83.45072407	0.529402224	A6	S24		
83.50988258	0.523788621	A6	S24		
83.5690411	0.517689196	A6	S24		
83.62819961	0.513711286	A6	S24		
83.68735812	0.513521819	A6	S24		
83.74651663	0.513546005	A6	S24		
83.80567515	0.513805959	A6	S24		
83.86483366	0.516581451	A6	S24		
83.92399217	0.520659752	A6	S24		
83.98315068	0.525109638	A6	S24		
84.0423092	0.529145488	A6	S24		
84.10146771	0.532251068	A6	S24		
84.16062622	0.535193078	A6	S24		
84.21978474	0.53515059	A6	S24		
84.27894325	0.531446632	A6	S24		
84.33810176	0.529912637	A6	S24		
84.39726027	0.530932851	A6	S24		
84.45641879	0.528380455	A6	S24		
84.5155773	0.519560091	A6	S24		
84.57473581	0.505275476	A6	S24		
84.63389432	0.488343721	A6	S24		
84.69305284	0.472719474	A6	S24		
84.75221135	0.461350205	A6	S24		
84.81136986	0.456045236	A6	S24		
84.87052838	0.459205079	A6	S24		
84.92968689	0.473611034	A6	S24		
84.9888454	0.500417008	A6	S24		
85.04800391	0.538791246	A6	S24		
85.10716243	0.581614825	A6	S24		
85.16632094	0.615269905	A6	S24		
85.22547945	0.630815172	A6	S24		
85.28463796	0.631045599	A6	S24		
85.34379648	0.624559108	A6	S24		
85.40295499	0.617198839	A6	S24		
85.4621135	0.609958473	A6	S24		
85.52127202	0.603748759	A6	S24		
85.58043053	0.598645126	A6	S24		
85.63958904	0.59221242	A6	S24		
85.69874755	0.582540007	A6	S24		
85.75790607	0.569368393	A6	S24		
85.81706458	0.556995328	A6	S24		
85.87622309	0.547901192	A6	S24		
85.9353816	0.540662609	A6	S24		
85.99454012	0.536031562	A6	S24		
86.05369863	0.532829052	A6	S24		
86.11285714	0.528341047	A6	S24		
86.17201566	0.521260366	A6	S24		
86.23117417	0.513134889	A6	S24		
86.29033268	0.507949792	A6	S24		
86.34949119	0.507579917	A6	S24		
86.40864971	0.508989699	A6	S24		
86.46780822	0.506758357	A6	S24		
86.52696673	0.499820032	A6	S24		
86.58612524	0.490815776	A6	S24		
86.64528376	0.481948842	A6	S24		
86.70444227	0.473713606	A6	S24		
86.76360078	0.466484028	A6	S24		
86.8227593	0.462377011	A6	S24		
86.88191781	0.462507497	A6	S24		
86.94107632	0.466070029	A6	S24		
87.00023483	0.471418467	A6	S24		
87.05939335	0.476925844	A6	S24		
87.11855186	0.480034706	A6	S24		
87.17771037	0.47816121	A6	S24		
87.23686888	0.4735673	A6	S24		
87.2960274	0.469421556	A6	S24		
87.35518591	0.466509192	A6	S24		
87.41434442	0.463844689	A6	S24		
87.47350294	0.460871194	A6	S24		
87.53266145	0.458892878	A6	S24		
87.59181996	0.456514963	A6	S24		
87.65097847	0.451933379	A6	S24		
87.71013699	0.447608122	A6	S24		
87.7692955	0.446516087	A6	S24		
87.82845401	0.449918174	A6	S24		
87.88761252	0.454559221	A6	S24		
87.94677104	0.45400841	A6	S24		
88.00592955	0.446559471	A6	S24		
88.06508806	0.434623261	A6	S24		
88.12424658	0.420275656	A6	S24		
88.18340509	0.407676879	A6	S24		
88.2425636	0.401291936	A6	S24		
88.30172211	0.402333254	A6	S24		
88.36088063	0.409684437	A6	S24		
88.42003914	0.420425848	A6	S24		
88.47919765	0.430469488	A6	S24		
88.53835616	0.436527197	A6	S24		
88.59751468	0.437651053	A6	S24		
88.65667319	0.434535869	A6	S24		
88.7158317	0.42923704	A6	S24		
88.77499022	0.422468032	A6	S24		
88.83414873	0.41342639	A6	S24		
88.89330724	0.403287538	A6	S24		
88.95246575	0.395558354	A6	S24		
89.01162427	0.390330007	A6	S24		
89.07078278	0.384981934	A6	S24		
89.12994129	0.379674521	A6	S24		
89.1890998	0.375986556	A6	S24		
89.24825832	0.374491884	A6	S24		
89.30741683	0.373926553	A6	S24		
89.36657534	0.373725833	A6	S24		
89.42573386	0.375571068	A6	S24		
89.48489237	0.377949771	A6	S24		
89.54405088	0.379138423	A6	S24		
89.60320939	0.382769368	A6	S24		
89.66236791	0.389553123	A6	S24		
89.72152642	0.396455399	A6	S24		
89.78068493	0.403570912	A6	S24		
89.83984344	0.410658897	A6	S24		
89.89900196	0.415561757	A6	S24		
89.95816047	0.417853712	A6	S24		
90.01731898	0.416665544	A6	S24		
90.0764775	0.409071211	A6	S24		
90.13563601	0.397490977	A6	S24		
90.19479452	0.388411402	A6	S24		
90.25395303	0.384807098	A6	S24		
90.31311155	0.386562817	A6	S24		
90.37227006	0.391290876	A6	S24		
90.43142857	0.395555702	A6	S24		
90.49058708	0.396059713	A6	S24		
90.5497456	0.391659681	A6	S24		
90.60890411	0.383945442	A6	S24		
90.66806262	0.374831541	A6	S24		
90.72722114	0.365047383	A6	S24		
90.78637965	0.356216019	A6	S24		
90.84553816	0.350683477	A6	S24		
90.90469667	0.347428723	A6	S24		
90.96385519	0.343426408	A6	S24		
91.0230137	0.335546817	A6	S24		
91.08217221	0.323969238	A6	S24		
91.14133072	0.313069503	A6	S24		
91.20048924	0.306176785	A6	S24		
91.25964775	0.304389461	A6	S24		
91.31880626	0.307340041	A6	S24		
91.37796477	0.312379547	A6	S24		
91.43712329	0.31622019	A6	S24		
91.4962818	0.317782447	A6	S24		
91.55544031	0.316452265	A6	S24		
91.61459883	0.311717709	A6	S24		
91.67375734	0.304607147	A6	S24		
91.73291585	0.297542268	A6	S24		
91.79207436	0.292422694	A6	S24		
91.85123288	0.288234556	A6	S24		
91.91039139	0.284945895	A6	S24		
91.9695499	0.282931086	A6	S24		
92.02870841	0.280554635	A6	S24		
92.08786693	0.27714107	A6	S24		
92.14702544	0.271602312	A6	S24		
92.20618395	0.263731785	A6	S24		
92.26534247	0.256028313	A6	S24		
92.32450098	0.250170665	A6	S24		
92.38365949	0.246753945	A6	S24		
92.442818	0.247902358	A6	S24		
92.50197652	0.254404504	A6	S24		
92.56113503	0.26251188	A6	S24		
92.62029354	0.268504872	A6	S24		
92.67945205	0.272814476	A6	S24		
92.73861057	0.27766607	A6	S24		
92.79776908	0.283857965	A6	S24		
92.85692759	0.290610194	A6	S24		
92.91608611	0.295362233	A6	S24		
92.97524462	0.295304541	A6	S24		
93.03440313	0.289450564	A6	S24		
93.09356164	0.277055624	A6	S24		
93.15272016	0.258341219	A6	S24		
93.21187867	0.236889512	A6	S24		
93.27103718	0.216047278	A6	S24		
93.33019569	0.199449245	A6	S24		
93.38935421	0.189904366	A6	S24		
93.44851272	0.184944542	A6	S24		
93.50767123	0.183262755	A6	S24		
93.56682975	0.186574744	A6	S24		
93.62598826	0.193158682	A6	S24		
93.68514677	0.198396898	A6	S24		
93.74430528	0.200722385	A6	S24		
93.8034638	0.204149409	A6	S24		
93.86262231	0.21022509	A6	S24		
93.92178082	0.214547195	A6	S24		
93.98093933	0.216778003	A6	S24		
94.04009785	0.218329653	A6	S24		
94.09925636	0.216856678	A6	S24		
94.15841487	0.212089418	A6	S24		
94.21757339	0.207840579	A6	S24		
94.2767319	0.206616779	A6	S24		
94.33589041	0.206739147	A6	S24		
94.39504892	0.206026933	A6	S24		
94.45420744	0.2039097	A6	S24		
94.51336595	0.201222774	A6	S24		
94.57252446	0.199242501	A6	S24		
94.63168297	0.197697	A6	S24		
94.69084149	0.196605281	A6	S24		
94.75	0.196605281	A6	S24		
64.52	-0.769711129	B1	S1		
64.57915851	-0.769711129	B1	S1		
64.63831703	-0.559825628	B1	S1		
64.69747554	-0.294595659	B1	S1		
64.75663405	-0.015594455	B1	S1		
64.81579256	0.245831616	B1	S1		
64.87495108	0.457073125	B1	S1		
64.93410959	0.575938763	B1	S1		
64.9932681	0.599086682	B1	S1		
65.05242661	0.617123828	B1	S1		
65.11158513	0.694120358	B1	S1		
65.17074364	0.805007428	B1	S1		
65.22990215	0.929196956	B1	S1		
65.28906067	1.059366748	B1	S1		
65.34821918	1.190876899	B1	S1		
65.40737769	1.316942994	B1	S1		
65.4665362	1.42894098	B1	S1		
65.52569472	1.521319774	B1	S1		
65.58485323	1.595158521	B1	S1		
65.64401174	1.652886273	B1	S1		
65.70317025	1.688015231	B1	S1		
65.76232877	1.697792106	B1	S1		
65.82148728	1.688873647	B1	S1		
65.88064579	1.671267324	B1	S1		
65.93980431	1.656573484	B1	S1		
65.99896282	1.646018625	B1	S1		
66.05812133	1.632052348	B1	S1		
66.11727984	1.613345516	B1	S1		
66.17643836	1.59667457	B1	S1		
66.23559687	1.582522728	B1	S1		
66.29475538	1.562146086	B1	S1		
66.35391389	1.532183714	B1	S1		
66.41307241	1.496258158	B1	S1		
66.47223092	1.456154581	B1	S1		
66.53138943	1.417988498	B1	S1		
66.59054795	1.396945905	B1	S1		
66.64970646	1.401040764	B1	S1		
66.70886497	1.422480035	B1	S1		
66.76802348	1.458149975	B1	S1		
66.827182	1.509930919	B1	S1		
66.88634051	1.567412493	B1	S1		
66.94549902	1.606937099	B1	S1		
67.00465753	1.614130732	B1	S1		
67.06381605	1.597118886	B1	S1		
67.12297456	1.568010059	B1	S1		
67.18213307	1.536277936	B1	S1		
67.24129159	1.505490075	B1	S1		
67.3004501	1.479382319	B1	S1		
67.35960861	1.466325806	B1	S1		
67.41876712	1.470716098	B1	S1		
67.47792564	1.493101264	B1	S1		
67.53708415	1.522576526	B1	S1		
67.59624266	1.55389582	B1	S1		
67.65540117	1.590905379	B1	S1		
67.71455969	1.625655113	B1	S1		
67.7737182	1.64924574	B1	S1		
67.83287671	1.654994477	B1	S1		
67.89203523	1.644624999	B1	S1		
67.95119374	1.631319893	B1	S1		
68.01035225	1.623994653	B1	S1		
68.06951076	1.623281125	B1	S1		
68.12866928	1.622182833	B1	S1		
68.18782779	1.620600596	B1	S1		
68.2469863	1.626173455	B1	S1		
68.30614481	1.636346321	B1	S1		
68.36530333	1.648395151	B1	S1		
68.42446184	1.659264432	B1	S1		
68.48362035	1.664905452	B1	S1		
68.54277886	1.664612325	B1	S1		
68.60193738	1.655344444	B1	S1		
68.66109589	1.647360301	B1	S1		
68.7202544	1.655338073	B1	S1		
68.77941292	1.6725818	B1	S1		
68.83857143	1.690336678	B1	S1		
68.89772994	1.70649936	B1	S1		
68.95688845	1.71126654	B1	S1		
69.01604697	1.696471129	B1	S1		
69.07520548	1.663523241	B1	S1		
69.13436399	1.622196332	B1	S1		
69.1935225	1.588747215	B1	S1		
69.25268102	1.574784087	B1	S1		
69.31183953	1.590788242	B1	S1		
69.37099804	1.638762182	B1	S1		
69.43015656	1.698778287	B1	S1		
69.48931507	1.753238179	B1	S1		
69.54847358	1.792220479	B1	S1		
69.60763209	1.809026503	B1	S1		
69.66679061	1.813872263	B1	S1		
69.72594912	1.815094556	B1	S1		
69.78510763	1.807554738	B1	S1		
69.84426614	1.792182722	B1	S1		
69.90342466	1.772968477	B1	S1		
69.96258317	1.75411769	B1	S1		
70.02174168	1.745215042	B1	S1		
70.0809002	1.75652727	B1	S1		
70.14005871	1.786430497	B1	S1		
70.19921722	1.822711563	B1	S1		
70.25837573	1.861897138	B1	S1		
70.31753425	1.912035711	B1	S1		
70.37669276	1.968712891	B1	S1		
70.43585127	2.01288874	B1	S1		
70.49500978	2.033811554	B1	S1		
70.5541683	2.0308753	B1	S1		
70.61332681	2.014864405	B1	S1		
70.67248532	1.999311518	B1	S1		
70.73164384	1.983741921	B1	S1		
70.79080235	1.962516486	B1	S1		
70.84996086	1.941336461	B1	S1		
70.90911937	1.935557095	B1	S1		
70.96827789	1.945074449	B1	S1		
71.0274364	1.9580426	B1	S1		
71.08659491	1.974377077	B1	S1		
71.14575342	1.99950476	B1	S1		
71.20491194	2.034318523	B1	S1		
71.26407045	2.077618823	B1	S1		
71.32322896	2.125976387	B1	S1		
71.38238748	2.173162716	B1	S1		
71.44154599	2.219330344	B1	S1		
71.5007045	2.272244531	B1	S1		
71.55986301	2.331661986	B1	S1		
71.61902153	2.381999846	B1	S1		
71.67818004	2.4156719	B1	S1		
71.73733855	2.442172571	B1	S1		
71.79649706	2.467994532	B1	S1		
71.85565558	2.489392423	B1	S1		
71.91481409	2.503950176	B1	S1		
71.9739726	2.520955803	B1	S1		
72.03313112	2.551200831	B1	S1		
72.09228963	2.592812379	B1	S1		
72.15144814	2.643538077	B1	S1		
72.21060665	2.707999539	B1	S1		
72.26976517	2.787663215	B1	S1		
72.32892368	2.875843902	B1	S1		
72.38808219	2.956798372	B1	S1		
72.4472407	3.023256552	B1	S1		
72.50639922	3.080309823	B1	S1		
72.56555773	3.126419227	B1	S1		
72.62471624	3.158719181	B1	S1		
72.68387476	3.183345796	B1	S1		
72.74303327	3.206115404	B1	S1		
72.80219178	3.230121215	B1	S1		
72.86135029	3.258262032	B1	S1		
72.92050881	3.294044575	B1	S1		
72.97966732	3.348832452	B1	S1		
73.03882583	3.433507993	B1	S1		
73.09798434	3.542870421	B1	S1		
73.15714286	3.658282277	B1	S1		
73.21630137	3.766000578	B1	S1		
73.27545988	3.858907719	B1	S1		
73.3346184	3.926092482	B1	S1		
73.39377691	3.967371565	B1	S1		
73.45293542	3.99621864	B1	S1		
73.51209393	4.023981568	B1	S1		
73.57125245	4.072239442	B1	S1		
73.63041096	4.164801579	B1	S1		
73.68956947	4.295926237	B1	S1		
73.74872798	4.440892153	B1	S1		
73.8078865	4.587320167	B1	S1		
73.86704501	4.741000891	B1	S1		
73.92620352	4.902567898	B1	S1		
73.98536204	5.065692495	B1	S1		
74.04452055	5.229169598	B1	S1		
74.10367906	5.396378744	B1	S1		
74.16283757	5.572822865	B1	S1		
74.22199609	5.763073342	B1	S1		
74.2811546	5.961238324	B1	S1		
74.34031311	6.148912054	B1	S1		
74.39947162	6.309764148	B1	S1		
74.45863014	6.438180733	B1	S1		
74.51778865	6.555317357	B1	S1		
74.57694716	6.697099093	B1	S1		
74.63610568	6.888694636	B1	S1		
74.69526419	7.138610396	B1	S1		
74.7544227	7.411022424	B1	S1		
74.81358121	7.665973414	B1	S1		
74.87273973	7.903441396	B1	S1		
74.93189824	8.131866858	B1	S1		
74.99105675	8.352467712	B1	S1		
75.05021526	8.564375119	B1	S1		
75.10937378	8.765834745	B1	S1		
75.16853229	8.974667989	B1	S1		
75.2276908	9.213452335	B1	S1		
75.28684932	9.456671247	B1	S1		
75.34600783	9.68137648	B1	S1		
75.40516634	9.896729028	B1	S1		
75.46432485	10.11155555	B1	S1		
75.52348337	10.32756452	B1	S1		
75.58264188	10.52232186	B1	S1		
75.64180039	10.66708357	B1	S1		
75.7009589	10.76800536	B1	S1		
75.76011742	10.84869724	B1	S1		
75.81927593	10.91372336	B1	S1		
75.87843444	10.9762533	B1	S1		
75.93759295	11.06946826	B1	S1		
75.99675147	11.19669029	B1	S1		
76.05590998	11.32905764	B1	S1		
76.11506849	11.45226967	B1	S1		
76.17422701	11.56986365	B1	S1		
76.23338552	11.66026009	B1	S1		
76.29254403	11.69651356	B1	S1		
76.35170254	11.69146387	B1	S1		
76.41086106	11.6620296	B1	S1		
76.47001957	11.62266461	B1	S1		
76.52917808	11.58945265	B1	S1		
76.58833659	11.56317753	B1	S1		
76.64749511	11.53943415	B1	S1		
76.70665362	11.50874012	B1	S1		
76.76581213	11.44353764	B1	S1		
76.82497065	11.32079689	B1	S1		
76.88412916	11.15061323	B1	S1		
76.94328767	10.94983841	B1	S1		
77.00244618	10.70986819	B1	S1		
77.0616047	10.42215746	B1	S1		
77.12076321	10.10548611	B1	S1		
77.17992172	9.793594174	B1	S1		
77.23908023	9.509895076	B1	S1		
77.29823875	9.261375376	B1	S1		
77.35739726	9.035362469	B1	S1		
77.41655577	8.810413279	B1	S1		
77.47571429	8.581785626	B1	S1		
77.5348728	8.351705565	B1	S1		
77.59403131	8.106848791	B1	S1		
77.65318982	7.829029	B1	S1		
77.71234834	7.524362611	B1	S1		
77.77150685	7.206308404	B1	S1		
77.83066536	6.872812735	B1	S1		
77.88982387	6.526326694	B1	S1		
77.94898239	6.176937426	B1	S1		
78.0081409	5.840158886	B1	S1		
78.06729941	5.537006938	B1	S1		
78.12645793	5.268553006	B1	S1		
78.18561644	5.018304474	B1	S1		
78.24477495	4.771674945	B1	S1		
78.30393346	4.525485375	B1	S1		
78.36309198	4.276742828	B1	S1		
78.42225049	4.024504028	B1	S1		
78.481409	3.780905861	B1	S1		
78.54056751	3.556117695	B1	S1		
78.59972603	3.350939299	B1	S1		
78.65888454	3.168871276	B1	S1		
78.71804305	3.004228063	B1	S1		
78.77720157	2.839615423	B1	S1		
78.83636008	2.672626568	B1	S1		
78.89551859	2.510329046	B1	S1		
78.9546771	2.352613113	B1	S1		
79.01383562	2.202135546	B1	S1		
79.07299413	2.065232063	B1	S1		
79.13215264	1.942071299	B1	S1		
79.19131115	1.830832182	B1	S1		
79.25046967	1.729896847	B1	S1		
79.30962818	1.636796406	B1	S1		
79.36878669	1.54967797	B1	S1		
79.42794521	1.468033141	B1	S1		
79.48710372	1.393598255	B1	S1		
79.54626223	1.326203639	B1	S1		
79.60542074	1.263040237	B1	S1		
79.66457926	1.205300805	B1	S1		
79.72373777	1.156514966	B1	S1		
79.78289628	1.11319947	B1	S1		
79.84205479	1.068139677	B1	S1		
79.90121331	1.019953392	B1	S1		
79.96037182	0.970877703	B1	S1		
80.01953033	0.922363573	B1	S1		
80.07868885	0.876118404	B1	S1		
80.13784736	0.833502441	B1	S1		
80.19700587	0.794979125	B1	S1		
80.25616438	0.763218922	B1	S1		
80.3153229	0.73864516	B1	S1		
80.37448141	0.718689298	B1	S1		
80.43363992	0.702643294	B1	S1		
80.49279843	0.689850263	B1	S1		
80.55195695	0.679889907	B1	S1		
80.61111546	0.671573942	B1	S1		
80.67027397	0.66197178	B1	S1		
80.72943249	0.646308978	B1	S1		
80.788591	0.62449321	B1	S1		
80.84774951	0.601448669	B1	S1		
80.90690802	0.579025171	B1	S1		
80.96606654	0.557718328	B1	S1		
81.02522505	0.539069282	B1	S1		
81.08438356	0.52425025	B1	S1		
81.14354207	0.514741819	B1	S1		
81.20270059	0.511324228	B1	S1		
81.2618591	0.510449498	B1	S1		
81.32101761	0.508167272	B1	S1		
81.38017613	0.5050497	B1	S1		
81.43933464	0.505161165	B1	S1		
81.49849315	0.508688217	B1	S1		
81.55765166	0.5112458	B1	S1		
81.61681018	0.509994992	B1	S1		
81.67596869	0.503796226	B1	S1		
81.7351272	0.492137119	B1	S1		
81.79428571	0.47464621	B1	S1		
81.85344423	0.454784476	B1	S1		
81.91260274	0.438721824	B1	S1		
81.97176125	0.426309398	B1	S1		
82.03091977	0.415668305	B1	S1		
82.09007828	0.408942405	B1	S1		
82.14923679	0.407466966	B1	S1		
82.2083953	0.410390363	B1	S1		
82.26755382	0.41610243	B1	S1		
82.32671233	0.421137867	B1	S1		
82.38587084	0.423232257	B1	S1		
82.44502935	0.424248076	B1	S1		
82.50418787	0.424238225	B1	S1		
82.56334638	0.420727399	B1	S1		
82.62250489	0.412170528	B1	S1		
82.68166341	0.400546215	B1	S1		
82.74082192	0.391528962	B1	S1		
82.79998043	0.388298364	B1	S1		
82.85913894	0.387978799	B1	S1		
82.91829746	0.388410698	B1	S1		
82.97745597	0.389306726	B1	S1		
83.03661448	0.387341212	B1	S1		
83.09577299	0.379243626	B1	S1		
83.15493151	0.367732733	B1	S1		
83.21409002	0.358184507	B1	S1		
83.27324853	0.352317315	B1	S1		
83.33240705	0.349403873	B1	S1		
83.39156556	0.350187138	B1	S1		
83.45072407	0.355108281	B1	S1		
83.50988258	0.363118067	B1	S1		
83.5690411	0.374111236	B1	S1		
83.62819961	0.385293663	B1	S1		
83.68735812	0.390966376	B1	S1		
83.74651663	0.384641546	B1	S1		
83.80567515	0.363840018	B1	S1		
83.86483366	0.333580179	B1	S1		
83.92399217	0.300704642	B1	S1		
83.98315068	0.270763966	B1	S1		
84.0423092	0.24769273	B1	S1		
84.10146771	0.234679812	B1	S1		
84.16062622	0.235020907	B1	S1		
84.21978474	0.250217044	B1	S1		
84.27894325	0.274907956	B1	S1		
84.33810176	0.299090888	B1	S1		
84.39726027	0.318809324	B1	S1		
84.45641879	0.334417928	B1	S1		
84.5155773	0.345710624	B1	S1		
84.57473581	0.352671093	B1	S1		
84.63389432	0.353936306	B1	S1		
84.69305284	0.350749738	B1	S1		
84.75221135	0.347395784	B1	S1		
84.81136986	0.346339812	B1	S1		
84.87052838	0.349301881	B1	S1		
84.92968689	0.355913007	B1	S1		
84.9888454	0.362672134	B1	S1		
85.04800391	0.366486888	B1	S1		
85.10716243	0.365692888	B1	S1		
85.16632094	0.360572369	B1	S1		
85.22547945	0.351942018	B1	S1		
85.28463796	0.340541321	B1	S1		
85.34379648	0.331454486	B1	S1		
85.40295499	0.330709441	B1	S1		
85.4621135	0.33612356	B1	S1		
85.52127202	0.339458463	B1	S1		
85.58043053	0.338641866	B1	S1		
85.63958904	0.337022571	B1	S1		
85.69874755	0.334128408	B1	S1		
85.75790607	0.327790537	B1	S1		
85.81706458	0.319219087	B1	S1		
85.87622309	0.309839651	B1	S1		
85.9353816	0.299762919	B1	S1		
85.99454012	0.293608282	B1	S1		
86.05369863	0.294940518	B1	S1		
86.11285714	0.301158952	B1	S1		
86.17201566	0.308328489	B1	S1		
86.23117417	0.313088296	B1	S1		
86.29033268	0.314007966	B1	S1		
86.34949119	0.310993277	B1	S1		
86.40864971	0.305474354	B1	S1		
86.46780822	0.300417405	B1	S1		
86.52696673	0.297692715	B1	S1		
86.58612524	0.296268463	B1	S1		
86.64528376	0.294386058	B1	S1		
86.70444227	0.291599371	B1	S1		
86.76360078	0.2899422	B1	S1		
86.8227593	0.292098225	B1	S1		
86.88191781	0.297748174	B1	S1		
86.94107632	0.303770306	B1	S1		
87.00023483	0.307277549	B1	S1		
87.05939335	0.309771198	B1	S1		
87.11855186	0.311658002	B1	S1		
87.17771037	0.309362115	B1	S1		
87.23686888	0.301504462	B1	S1		
87.2960274	0.289242251	B1	S1		
87.35518591	0.275768568	B1	S1		
87.41434442	0.264479771	B1	S1		
87.47350294	0.256824712	B1	S1		
87.53266145	0.254265904	B1	S1		
87.59181996	0.256280585	B1	S1		
87.65097847	0.260142444	B1	S1		
87.71013699	0.263759256	B1	S1		
87.7692955	0.265283462	B1	S1		
87.82845401	0.263731128	B1	S1		
87.88761252	0.259386434	B1	S1		
87.94677104	0.253412437	B1	S1		
88.00592955	0.248686144	B1	S1		
88.06508806	0.246580507	B1	S1		
88.12424658	0.246703124	B1	S1		
88.18340509	0.249835095	B1	S1		
88.2425636	0.254687338	B1	S1		
88.30172211	0.257292997	B1	S1		
88.36088063	0.255191517	B1	S1		
88.42003914	0.248004954	B1	S1		
88.47919765	0.237529017	B1	S1		
88.53835616	0.228372039	B1	S1		
88.59751468	0.22370234	B1	S1		
88.65667319	0.221317603	B1	S1		
88.7158317	0.218218235	B1	S1		
88.77499022	0.215316361	B1	S1		
88.83414873	0.216388796	B1	S1		
88.89330724	0.222962901	B1	S1		
88.95246575	0.231736974	B1	S1		
89.01162427	0.238219549	B1	S1		
89.07078278	0.240245554	B1	S1		
89.12994129	0.237893938	B1	S1		
89.1890998	0.232485246	B1	S1		
89.24825832	0.225010564	B1	S1		
89.30741683	0.217405548	B1	S1		
89.36657534	0.211847335	B1	S1		
89.42573386	0.208904878	B1	S1		
89.48489237	0.207928066	B1	S1		
89.54405088	0.208006842	B1	S1		
89.60320939	0.211492957	B1	S1		
89.66236791	0.218640675	B1	S1		
89.72152642	0.225091576	B1	S1		
89.78068493	0.228101878	B1	S1		
89.83984344	0.228665882	B1	S1		
89.89900196	0.226923391	B1	S1		
89.95816047	0.219868753	B1	S1		
90.01731898	0.206628595	B1	S1		
90.0764775	0.192158839	B1	S1		
90.13563601	0.182366123	B1	S1		
90.19479452	0.178925602	B1	S1		
90.25395303	0.178910638	B1	S1		
90.31311155	0.180647864	B1	S1		
90.37227006	0.185645899	B1	S1		
90.43142857	0.193021578	B1	S1		
90.49058708	0.201436336	B1	S1		
90.5497456	0.209310452	B1	S1		
90.60890411	0.214213598	B1	S1		
90.66806262	0.214623944	B1	S1		
90.72722114	0.21005424	B1	S1		
