Cycles	Fluorescence	Sample 	genotype
8	0.058122592	E3	S2
9	0.074540087	E3	S2
10	0.15988496	E3	S2
11	0.06063817	E3	S2
12	0.072779615	E3	S2
13	0.07537061	E3	S2
14	-0.11798332	E3	S2
15	0.029031917	E3	S2
16	0.179450761	E3	S2
17	-0.02074243	E3	S2
18	0.018689682	E3	S2
19	0.076226541	E3	S2
20	0.089254297	E3	S2
21	0.286300335	E3	S2
22	0.576067951	E3	S2
23	0.921591453	E3	S2
24	1.785435663	E3	S2
25	3.020785155	E3	S2
26	4.509027646	E3	S2
27	6.359576189	E3	S2
28	8.174922621	E3	S2
29	9.422911926	E3	S2
30	10.39086981	E3	S2
31	10.75100107	E3	S2
32	10.71507027	E3	S2
33	11.08761339	E3	S2
34	11.10564858	E3	S2
35	10.95571022	E3	S2
36	10.94997749	E3	S2
37	10.94392448	E3	S2
38	10.9079699	E3	S2
39	11.13102258	E3	S2
40	10.99249273	E3	S2
1	-0.20663441	E4	N
2	-0.086256624	E4	N
3	-0.066788469	E4	N
4	0.048561004	E4	N
5	0.092952885	E4	N
6	0.011531205	E4	N
7	-0.06595011	E4	N
8	0.097943438	E4	N
9	0.069078965	E4	N
10	0.149202325	E4	N
11	0.004393702	E4	N
12	0.163808595	E4	N
13	0.118544243	E4	N
14	-0.06797512	E4	N
15	0.025822442	E4	N
16	0.075242973	E4	N
17	-0.070928577	E4	N
18	0.061894648	E4	N
19	0.022775991	E4	N
20	0.03817778	E4	N
21	0.03506425	E4	N
22	0.024740576	E4	N
23	-0.026850036	E4	N
24	0.085058155	E4	N
25	-0.069945273	E4	N
26	-0.074613116	E4	N
27	0.02557812	E4	N
28	0.034140156	E4	N
29	-0.014723434	E4	N
30	-0.00799081	E4	N
31	-0.022353687	E4	N
32	0.031276095	E4	N
33	0.136323442	E4	N
34	0.464242684	E4	N
35	0.70653417	E4	N
36	1.091943959	E4	N
37	1.815999776	E4	N
38	2.210266845	E4	N
39	2.826440607	E4	N
40	2.880544217	E4	N
1	-0.255402038	E5	N
2	0.046360738	E5	N
3	0.007775802	E5	N
4	-0.063878134	E5	N
5	-0.02147157	E5	N
6	0.031213164	E5	N
7	-0.038599742	E5	N
8	0.018069416	E5	N
9	-0.004384263	E5	N
10	0.022050318	E5	N
11	-0.072869334	E5	N
12	0.088164527	E5	N
13	-0.002976005	E5	N
14	-0.088882314	E5	N
15	0.05001921	E5	N
16	0.051371989	E5	N
17	-0.092633833	E5	N
18	0.081553672	E5	N
19	-0.001506265	E5	N
20	-0.029261855	E5	N
21	0.014500049	E5	N
22	-0.046314581	E5	N
23	-0.002605263	E5	N
24	0.017201838	E5	N
25	-0.18507207	E5	N
26	-0.04746172	E5	N
27	-0.042264018	E5	N
28	-0.078101326	E5	N
29	-0.173387232	E5	N
30	0.02679904	E5	N
31	-0.039479535	E5	N
32	0.014782544	E5	N
33	0.264049193	E5	N
34	0.439544093	E5	N
35	0.72512284	E5	N
36	0.960181138	E5	N
37	1.480474829	E5	N
38	1.869181203	E5	N
39	2.138959208	E5	N
40	2.288047048	E5	N
1	-0.048186716	F1	N
2	-0.070728141	F1	N
3	-0.040282218	F1	N
4	0.085642498	F1	N
5	-0.083565111	F1	N
6	0.108932972	F1	N
7	-0.039473512	F1	N
8	-0.0094531	F1	N
9	0.006849348	F1	N
10	-0.116526138	F1	N
11	-0.006818585	F1	N
12	0.060149248	F1	N
13	-0.102153836	F1	N
14	-0.096139334	F1	N
15	-0.043728645	F1	N
16	-0.042860514	F1	N
17	-0.043706757	F1	N
18	0.000892873	F1	N
19	0.008717996	F1	N
20	-0.088618584	F1	N
21	-0.146278027	F1	N
22	-0.099807836	F1	N
23	-0.047504906	F1	N
24	-0.200438298	F1	N
25	-0.098306006	F1	N
26	-0.047506649	F1	N
27	-0.045081153	F1	N
28	-0.203659054	F1	N
29	-0.149267902	F1	N
30	-0.08873115	F1	N
31	-0.155981344	F1	N
32	-0.262237981	F1	N
33	0.020214078	F1	N
34	0.065722853	F1	N
35	0.285896013	F1	N
36	0.449302556	F1	N
37	0.942600772	F1	N
38	1.718912086	F1	N
39	2.258178043	F1	N
40	2.703472927	F1	N
1	-0.059780057	F2	S2
2	-0.032657078	F2	S2
3	-0.113383925	F2	S2
4	0.061962497	F2	S2
5	0.057906263	F2	S2
6	0.026172243	F2	S2
7	0.045023052	F2	S2
8	0.01638128	F2	S2
9	0.035001061	F2	S2
10	0.019247221	F2	S2
11	-0.032906831	F2	S2
12	-0.019324363	F2	S2
13	0.036140724	F2	S2
14	-0.114335548	F2	S2
15	0.092571946	F2	S2
16	0.093540188	F2	S2
17	-0.012305497	F2	S2
18	0.132930644	F2	S2
19	-0.015359129	F2	S2
20	0.05190394	F2	S2
21	0.101491214	F2	S2
22	0.300975005	F2	S2
23	0.559667695	F2	S2
24	1.206186377	F2	S2
25	2.244134396	F2	S2
26	3.6532703	F2	S2
27	5.495309614	F2	S2
28	7.246753089	F2	S2
29	8.87541574	F2	S2
30	10.10370269	F2	S2
31	10.74612336	F2	S2
32	10.97098962	F2	S2
33	11.25796641	F2	S2
34	11.27689769	F2	S2
35	11.22415424	F2	S2
36	11.16562228	F2	S2
37	11.15920772	F2	S2
38	11.27898514	F2	S2
39	11.0937223	F2	S2
40	11.26260279	F2	S2
1	-0.130520458	F3	N
2	-0.00154826	F3	N
3	-0.0784754	F3	N
4	-0.01164665	F3	N
5	0.03527805	F3	N
6	0.05639226	F3	N
7	0.023414435	F3	N
8	0.047185132	F3	N
9	0.06456381	F3	N
10	0.100161801	F3	N
11	0.04994649	F3	N
12	0.062784324	F3	N
13	-0.03531801	F3	N
14	0.072209641	F3	N
15	0.069298292	F3	N
16	0.070147324	F3	N
17	-0.031630759	F3	N
18	0.007823635	F3	N
19	0.116957634	F3	N
20	0.080341916	F3	N
21	-0.023558938	F3	N
22	0.017540305	F3	N
23	0.014560039	F3	N
24	0.027659502	F3	N
25	-0.031926755	F3	N
26	0.013666417	F3	N
27	0.116904049	F3	N
28	0.073379278	F3	N
29	0.021716313	F3	N
30	-0.073949668	F3	N
31	0.014104153	F3	N
32	-0.082548131	F3	N
33	0.126990816	F3	N
34	0.066051643	F3	N
35	0.217718162	F3	N
36	0.316907508	F3	N
37	0.617865421	F3	N
38	1.128338036	F3	N
39	1.925671109	F3	N
40	3.3447223	F3	N
1	-0.067341152	F4	N
2	-0.084919561	F4	N
3	-0.005815648	F4	N
4	0.104894702	F4	N
5	0.052820447	F4	N
6	-0.066979939	F4	N
7	-0.054358011	F4	N
8	-0.073641747	F4	N
9	0.036992887	F4	N
10	-0.120583412	F4	N
11	0.026221142	F4	N
12	-0.013400973	F4	N
13	-0.011256107	F4	N
14	-0.006514844	F4	N
15	0.040497137	F4	N
16	-0.007991419	F4	N
17	0.040615187	F4	N
18	-0.016690301	F4	N
19	0.038415476	F4	N
20	0.048739576	F4	N
21	-0.149992403	F4	N
22	-0.009324129	F4	N
23	-0.011285149	F4	N
24	-0.001320721	F4	N
25	-0.105589001	F4	N
26	-0.01032979	F4	N
27	0.041267242	F4	N
28	-0.051165495	F4	N
29	-0.05118455	F4	N
30	-0.095821454	F4	N
31	-0.055997108	F4	N
32	-0.151055171	F4	N
33	0.0509853	F4	N
34	0.092405564	F4	N
35	0.042928405	F4	N
36	-0.106246434	F4	N
37	-0.010154626	F4	N
38	-0.007690825	F4	N
39	-0.11313361	F4	N
40	-0.111726258	F4	N
1	-0.082386852	F5	N
2	-0.009725246	F5	N
3	-0.037155396	F5	N
4	0.028272273	F5	N
5	0.024442694	F5	N
6	-0.005834325	F5	N
7	0.012125553	F5	N
8	-0.015323643	F5	N
9	0.050785141	F5	N
10	-0.156808322	F5	N
11	0.035673159	F5	N
12	0.000666513	F5	N
13	-0.044668732	F5	N
14	0.058586946	F5	N
15	0.055631137	F5	N
16	-0.040073411	F5	N
17	-0.137533616	F5	N
18	0.044198024	F5	N
19	0.004504857	F5	N
20	-0.029687928	F5	N
21	-0.129232787	F5	N
22	-0.041905878	F5	N
23	-0.189497576	F5	N
24	-0.030605395	F5	N
25	-0.183866958	F5	N
26	-0.091083609	F5	N
27	-0.135777902	F5	N
28	0.017805535	F5	N
29	-0.078901272	F5	N
30	-0.169339592	F5	N
31	-0.0371615	F5	N
32	-0.080866242	F5	N
33	0.120288949	F5	N
34	0.206161607	F5	N
35	0.689458251	F5	N
36	1.315565138	F5	N
37	2.569064826	F5	N
38	4.075150192	F5	N
39	5.991104748	F5	N
40	7.980245651	F5	N
1	0.163289896	G1	N
2	0.140683607	G1	N
3	-0.052254298	G1	N
4	0.018746791	G1	N
5	0.071616888	G1	N
6	-0.178792988	G1	N
7	-0.051432527	G1	N
8	-0.186697165	G1	N
9	0.108086099	G1	N
10	-0.128556304	G1	N
11	-0.128528782	G1	N
12	-0.117216572	G1	N
13	-0.226682663	G1	N
14	-0.165144516	G1	N
15	-0.167573438	G1	N
16	-0.166751175	G1	N
17	-0.111463509	G1	N
18	-0.288855634	G1	N
19	-0.225882955	G1	N
20	-0.157948118	G1	N
21	-0.160351598	G1	N
22	-0.112609307	G1	N
23	-0.28311431	G1	N
24	-0.215703163	G1	N
25	-0.279459241	G1	N
26	-0.227509084	G1	N
27	-0.169413974	G1	N
28	-0.219060184	G1	N
29	-0.275871757	G1	N
30	-0.327138731	G1	N
31	-0.2820525	G1	N
32	-0.166054676	G1	N
33	-0.215924329	G1	N
34	-0.224724692	G1	N
35	-0.224859037	G1	N
36	-0.394416154	G1	N
37	-0.39614034	G1	N
38	-0.280502937	G1	N
39	-0.343623974	G1	N
40	-0.172681817	G1	N
1	-0.204157946	G2	S2
2	0.040915023	G2	S2
3	-0.040203036	G2	S2
4	-0.023336681	G2	S2
5	0.026478514	G2	S2
6	-0.00385382	G2	S2
7	0.014177767	G2	S2
8	-0.013237445	G2	S2
9	0.111381071	G2	S2
10	0.042751687	G2	S2
11	-0.116945634	G2	S2
12	0.056231813	G2	S2
13	0.00574527	G2	S2
14	-0.041047793	G2	S2
15	-0.097424224	G2	S2
16	0.010483735	G2	S2
17	-0.097290745	G2	S2
18	-0.055142438	G2	S2
19	-0.046673579	G2	S2
20	0.181728723	G2	S2
21	0.125211044	G2	S2
22	0.542912334	G2	S2
23	0.966905417	G2	S2
24	1.893993517	G2	S2
25	3.004732646	G2	S2
26	4.707776346	G2	S2
27	6.58563626	G2	S2
28	8.31843923	G2	S2
29	9.603346062	G2	S2
30	10.64095871	G2	S2
31	11.02810323	G2	S2
32	11.3105909	G2	S2
33	11.33473491	G2	S2
34	11.46190182	G2	S2
35	11.5689247	G2	S2
36	11.29538914	G2	S2
37	11.39621808	G2	S2
38	11.57178539	G2	S2
39	11.43719816	G2	S2
40	11.50246893	G2	S2
1	-0.090684645	G3	N
2	0.040239757	G3	N
3	-0.039158111	G3	N
4	0.029513714	G3	N
5	0.02565804	G3	N
6	-0.0562534	G3	N
7	0.013258238	G3	N
8	-0.065580044	G3	N
9	0.106554174	G3	N
10	-0.011553374	G3	N
11	-0.062699809	G3	N
12	0.001862342	G3	N
13	-0.046614332	G3	N
14	-0.091508909	G3	N
15	-0.0943709	G3	N
16	-0.041920601	G3	N
17	-0.042708473	G3	N
18	-0.054048719	G3	N
19	-0.045591067	G3	N
20	0.07192424	G3	N
21	-0.085749583	G3	N
22	-0.043789871	G3	N
23	-0.098279758	G3	N
24	0.018579003	G3	N
25	-0.041924275	G3	N
26	0.056389894	G3	N
27	-0.095340087	G3	N
28	-0.087645536	G3	N
29	-0.088171183	G3	N
30	-0.081992866	G3	N
31	-0.146897922	G3	N
32	-0.090784523	G3	N
33	-0.13499758	G3	N
34	-0.145296492	G3	N
35	-0.248580363	G3	N
36	-0.198737243	G3	N
37	-0.252364549	G3	N
38	0.009753126	G3	N
39	-0.205364486	G3	N
40	-0.099426686	G3	N
1	-0.151647139	G4	N
2	-0.072923208	G4	N
3	0.002466917	G4	N
4	0.118954491	G4	N
5	0.014713991	G4	N
6	-0.06321219	G4	N
7	0.103782353	G4	N
8	-0.021878304	G4	N
9	0.094735344	G4	N
10	0.030684413	G4	N
11	-0.119257726	G4	N
12	0.042977151	G4	N
13	-0.104667116	G4	N
14	-0.098686038	G4	N
15	-0.101344324	G4	N
16	0.10027046	G4	N
17	-0.051104596	G4	N
18	-0.06143938	G4	N
19	0.046626928	G4	N
20	-0.090974438	G4	N
21	-0.093425367	G4	N
22	0.048383689	G4	N
23	-0.054424062	G4	N
24	-0.041495	G4	N
25	-0.149482327	G4	N
26	-0.002537176	G4	N
27	0.000897688	G4	N
28	0.008853129	G4	N
29	-0.091633517	G4	N
30	-0.085583499	G4	N
31	-0.147869198	G4	N
32	0.007133257	G4	N
33	-0.086548084	G4	N
34	0.004298084	G4	N
35	0.054232158	G4	N
36	0.052235078	G4	N
37	0.150220248	G4	N
38	0.455464675	G4	N
39	0.947801034	G4	N
40	1.503366503	G4	N
1	-0.177810686	G5	N
2	-0.001555477	G5	N
3	0.021920473	G5	N
4	0.038090822	G5	N
5	-0.015093267	G5	N
6	-0.043362551	G5	N
7	0.022783799	G5	N
8	0.046089765	G5	N
9	0.063085494	G5	N
10	-0.000374382	G5	N
11	-0.049634263	G5	N
12	0.012006497	G5	N
13	-0.083931269	G5	N
14	0.021077928	G5	N
15	0.067715074	G5	N
16	0.068620261	G5	N
17	0.067838147	G5	N
18	0.007645778	G5	N
19	-0.083078931	G5	N
20	-0.020350541	G5	N
21	0.026505158	G5	N
22	0.066785465	G5	N
23	0.01483702	G5	N
24	-0.070776057	G5	N
25	-0.17741893	G5	N
26	0.016642072	G5	N
27	0.06949168	G5	N
28	0.028235758	G5	N
29	-0.021189792	G5	N
30	-0.014928026	G5	N
31	0.021957817	G5	N
32	0.125438181	G5	N
33	0.083192107	G5	N
34	0.270841779	G5	N
35	0.666234107	G5	N
36	1.010097842	G5	N
37	1.600342346	G5	N
38	2.00122643	G5	N
39	2.186441648	G5	N
40	2.289461708	G5	N
1	0.009190133	H1	N
2	0.029366119	H1	N
3	-0.012301852	H1	N
4	0.013532015	H1	N
5	-0.049843117	H1	N
6	0.019246835	H1	N
7	-0.125708269	H1	N
8	0.004955414	H1	N
9	0.032070514	H1	N
10	0.066312178	H1	N
11	0.066345777	H1	N
12	-0.199873922	H1	N
13	-0.023680729	H1	N
14	0.158520617	H1	N
15	0.154121247	H1	N
16	-0.016533368	H1	N
17	-0.13264593	H1	N
18	-0.092286845	H1	N
19	-0.07956215	H1	N
20	-0.058287611	H1	N
21	-0.062627231	H1	N
22	-0.019675144	H1	N
23	-0.138840184	H1	N
24	-0.118083886	H1	N
25	-0.246150755	H1	N
26	-0.252521569	H1	N
27	-0.018337142	H1	N
28	-0.178441957	H1	N
29	-0.121375112	H1	N
30	0.003345131	H1	N
31	-0.189063567	H1	N
32	-0.23963111	H1	N
33	-0.22849681	H1	N
34	-0.243889997	H1	N
35	-0.129065084	H1	N
36	-0.361378466	H1	N
37	-0.306758048	H1	N
38	-0.29987928	H1	N
39	-0.254927612	H1	N
40	-0.306872911	H1	N
1	0.206846465	H2	S2
2	0.066590506	H2	S2
3	-0.075481702	H2	S2
4	-0.000825146	H2	S2
5	0.104835423	H2	S2
6	-0.095119081	H2	S2
7	-0.074400858	H2	S2
8	-0.160463093	H2	S2
9	-0.085420546	H2	S2
10	0.006620026	H2	S2
11	-0.04789776	H2	S2
12	-0.142165146	H2	S2
13	-0.138899372	H2	S2
14	-0.186258548	H2	S2
15	-0.134604959	H2	S2
16	-0.18832848	H2	S2
17	-0.353893898	H2	S2
18	-0.202060091	H2	S2
19	-0.192463432	H2	S2
20	-0.121452963	H2	S2
21	0.09515007	H2	S2
22	0.467875562	H2	S2
23	1.23177422	H2	S2
24	2.186011478	H2	S2
25	3.709111847	H2	S2
26	5.675827308	H2	S2
27	7.879171988	H2	S2
28	9.166115588	H2	S2
29	10.10034474	H2	S2
30	10.78135885	H2	S2
31	10.84796618	H2	S2
32	11.02821975	H2	S2
33	11.163422	H2	S2
34	11.29349544	H2	S2
35	11.34836685	H2	S2
36	11.17749461	H2	S2
37	11.22601777	H2	S2
38	11.13190486	H2	S2
39	11.15837078	H2	S2
40	11.33548621	H2	S2
1	-0.038202535	H3	N
2	-0.165883871	H3	N
3	-0.147805224	H3	N
4	0.046334405	H3	N
5	0.079796264	H3	N
6	0.187558426	H3	N
7	-0.089938024	H3	N
8	-0.019605148	H3	N
9	0.072960924	H3	N
10	0.100384167	H3	N
11	-0.163324584	H3	N
12	-0.254054667	H3	N
13	-0.451161103	H3	N
14	-0.576415539	H3	N
15	-0.484906191	H3	N
16	-0.691965173	H3	N
17	-0.802577318	H3	N
18	-0.859369559	H3	N
19	-0.975607262	H3	N
20	-1.276416102	H3	N
21	-1.237349167	H3	N
22	-1.495925619	H3	N
23	-1.457008912	H3	N
24	-1.494152071	H3	N
25	-1.959966103	H3	N
26	-1.87296863	H3	N
27	-1.908585155	H3	N
28	-1.97430715	H3	N
29	-2.133879457	H3	N
30	-2.31514083	H3	N
31	-2.324737862	H3	N
32	-2.302492101	H3	N
33	-2.479157294	H3	N
34	-2.528093027	H3	N
35	-2.528236711	H3	N
36	-2.69610458	H3	N
37	-2.652177426	H3	N
38	-2.736496958	H3	N
39	-2.246741745	H3	N
40	-1.911278685	H3	N
1	0.038612397	H4	N
2	0.011082986	H4	N
3	0.083962729	H4	N
4	-0.000614142	H4	N
5	-0.004813716	H4	N
6	-0.089617857	H4	N
7	-0.018360027	H4	N
8	-0.048450769	H4	N
9	0.074323775	H4	N
10	0.057498664	H4	N
11	0.109052578	H4	N
12	-0.030815457	H4	N
13	-0.079159631	H4	N
14	-0.123539718	H4	N
15	0.028230871	H4	N
16	-0.07399616	H4	N
17	-0.023284442	H4	N
18	-0.035743079	H4	N
19	-0.077975856	H4	N
20	-0.0106252	H4	N
21	-0.065481186	H4	N
22	0.027440246	H4	N
23	-0.182093209	H4	N
24	-0.011612129	H4	N
25	-0.124127047	H4	N
26	-0.179886716	H4	N
27	-0.020934416	H4	N
28	-0.114963228	H4	N
29	-0.114880534	H4	N
30	-0.055829708	H4	N
31	0.033015715	H4	N
32	-0.01347564	H4	N
33	-0.005014183	H4	N
34	0.190149251	H4	N
35	0.655287853	H4	N
36	0.962978339	H4	N
37	1.735131453	H4	N
38	2.413769749	H4	N
39	2.91600233	H4	N
40	3.386708897	H4	N
1	0.113108806	H5	N
2	-0.012832997	H5	N
3	0.063664677	H5	N
4	-0.022508191	H5	N
5	0.076172801	H5	N
6	-0.10449629	H5	N
7	-0.037335253	H5	N
8	-0.011742252	H5	N
9	0.004773953	H5	N
10	-0.110571845	H5	N
11	-0.059860054	H5	N
12	0.053921856	H5	N
13	0.005766245	H5	N
14	-0.089931178	H5	N
15	0.009200114	H5	N
16	-0.040834304	H5	N
17	-0.143470662	H5	N
18	-0.102828856	H5	N
19	-0.145995388	H5	N
20	-0.082216973	H5	N
21	-0.084806544	H5	N
22	-0.042620291	H5	N
23	0.056646086	H5	N
24	-0.083093904	H5	N
25	-0.090744582	H5	N
26	-0.246888349	H5	N
27	0.010914273	H5	N
28	-0.083046804	H5	N
29	-0.083046804	H5	N
30	-0.077037174	H5	N
31	-0.038222168	H5	N
32	-0.135861457	H5	N
33	-0.12898166	H5	N
34	0.065305625	H5	N
35	0.166927073	H5	N
36	0.215915753	H5	N
37	0.519147529	H5	N
38	1.033354534	H5	N
39	1.786736652	H5	N
40	2.45333275	H5	N
