Cycles	Fluorescence	Sample	genotype
39	27.25225713	E1	N
40	27.83624723	E1	N
1	-0.048626843	E2	N
2	-0.051863332	E2	N
3	0.083578023	E2	N
4	-0.05515185	E2	N
5	0.009008667	E2	N
6	0.014428492	E2	N
7	0.01373256	E2	N
8	0.018244046	E2	N
9	-0.057573732	E2	N
10	-0.137855685	E2	N
11	-0.060817657	E2	N
12	0.157550808	E2	N
13	0.011214576	E2	N
14	0.087823211	E2	N
15	0.016460569	E2	N
16	0.092475295	E2	N
17	0.155743744	E2	N
18	-0.055548108	E2	N
19	0.156323228	E2	N
20	0.089927973	E2	N
21	-0.045897829	E2	N
22	0.080057061	E2	N
23	0.166072202	E2	N
24	0.026454085	E2	N
25	0.212562534	E2	N
26	0.203439847	E2	N
27	0.271541605	E2	N
28	0.123816443	E2	N
29	0.119975508	E2	N
30	0.12430564	E2	N
31	-0.019743844	E2	N
32	0.190191997	E2	N
33	0.190882842	E2	N
34	-0.02826553	E2	N
35	-0.102349752	E2	N
36	-0.030082862	E2	N
37	0.115718013	E2	N
38	0.037962608	E2	N
39	0.113993494	E2	N
40	0.254669961	E2	N
1	0.022533409	E3	S9
2	0.01944416	E3	S9
3	-0.058197464	E3	S9
4	0.016263	E3	S9
5	0.07786668	E3	S9
6	-0.055376377	E3	S9
7	0.0132321	E3	S9
8	0.086969927	E3	S9
9	-0.055300362	E3	S9
10	0.074966107	E3	S9
11	0.080055303	E3	S9
12	0.01298292	E3	S9
13	0.01090165	E3	S9
14	0.223133192	E3	S9
15	0.015937815	E3	S9
16	0.019727448	E3	S9
17	0.08054364	E3	S9
18	0.01602759	E3	S9
19	0.427470308	E3	S9
20	0.433399373	E3	S9
21	0.442475006	E3	S9
22	0.907359372	E3	S9
23	1.618026731	E3	S9
24	2.737432377	E3	S9
25	4.968718845	E3	S9
26	7.915610713	E3	S9
27	11.97668421	E3	S9
28	16.03263386	E3	S9
29	20.15863951	E3	S9
30	23.3722884	E3	S9
31	25.5903163	E3	S9
32	27.29053057	E3	S9
33	28.06732921	E3	S9
34	28.25549766	E3	S9
35	29.07614476	E3	S9
36	28.95110605	E3	S9
37	28.90753528	E3	S9
38	28.86291896	E3	S9
39	29.245975	E3	S9
40	29.15764902	E3	S9
1	-0.086354192	E4	N
2	-0.021722602	E4	N
3	-0.029614946	E4	N
4	-0.024639264	E4	N
5	0.035484162	E4	N
6	0.04049265	E4	N
7	0.107196242	E4	N
8	0.044130526	E4	N
9	-0.02666606	E4	N
10	-0.03432259	E4	N
11	0.17215933	E4	N
12	0.17431488	E4	N
13	0.037766086	E4	N
14	0.176573445	E4	N
15	0.177291313	E4	N
16	0.181058866	E4	N
17	0.307254708	E4	N
18	0.042740255	E4	N
19	0.308003954	E4	N
20	0.246133353	E4	N
21	0.186828294	E4	N
22	0.30391794	E4	N
23	0.385054521	E4	N
24	0.255155308	E4	N
25	0.42857586	E4	N
26	0.35379728	E4	N
27	0.552569768	E4	N
28	0.148556827	E4	N
29	0.213385964	E4	N
30	0.554041635	E4	N
31	0.35397162	E4	N
32	0.283531765	E4	N
33	0.352708202	E4	N
34	0.283305284	E4	N
35	0.349134891	E4	N
36	0.484900585	E4	N
37	0.286729647	E4	N
38	0.348315522	E4	N
39	0.486763849	E4	N
40	0.417168681	E4	N
1	-0.105460318	E5	N
2	-0.110274306	E5	N
3	0.074685423	E5	N
4	-0.048934384	E5	N
5	0.071016626	E5	N
6	0.01350664	E5	N
7	0.012408549	E5	N
8	-0.04647023	E5	N
9	-0.052449291	E5	N
10	0.000359506	E5	N
11	-0.057433895	E5	N
12	0.078390926	E5	N
13	-0.123423825	E5	N
14	-0.05015302	E5	N
15	-0.0490077	E5	N
16	-0.109199573	E5	N
17	0.142028574	E5	N
18	-0.048822663	E5	N
19	0.011006949	E5	N
20	-0.046503161	E5	N
21	-0.033164509	E5	N
22	-0.061103759	E5	N
23	0.026934379	E5	N
24	-0.163483435	E5	N
25	-0.008320752	E5	N
26	-0.084949101	E5	N
27	-0.020464454	E5	N
28	-0.219850078	E5	N
29	-0.155389224	E5	N
30	-0.01330939	E5	N
31	-0.076598844	E5	N
32	-0.015396945	E5	N
33	-0.143536854	E5	N
34	-0.081279728	E5	N
35	-0.01685727	E5	N
36	-0.277841644	E5	N
37	-0.141750895	E5	N
38	-0.018922557	E5	N
39	-0.144248525	E5	N
40	-0.017181333	E5	N
1	-0.159522733	F1	S9
2	-0.086044496	F1	S9
3	0.058204654	F1	S9
4	-0.089241072	F1	S9
5	-0.020579427	F1	S9
6	0.137660341	F1	S9
7	-0.092333215	F1	S9
8	-0.011283106	F1	S9
9	0.061398047	F1	S9
10	-0.023642888	F1	S9
11	-0.018257389	F1	S9
12	0.060459751	F1	S9
13	-0.01830346	F1	S9
14	-0.013643762	F1	S9
15	0.140055475	F1	S9
16	-0.085653945	F1	S9
17	0.058844055	F1	S9
18	-0.012734908	F1	S9
19	0.135846162	F1	S9
20	0.218164785	F1	S9
21	0.304065235	F1	S9
22	0.589828882	F1	S9
23	1.218694195	F1	S9
24	1.916046639	F1	S9
25	3.854447993	F1	S9
26	6.349127717	F1	S9
27	10.07099934	F1	S9
28	14.31976119	F1	S9
29	18.34156048	F1	S9
30	21.72797825	F1	S9
31	24.17311322	F1	S9
32	26.20397017	F1	S9
33	26.90527124	F1	S9
34	27.72253026	F1	S9
35	28.09534229	F1	S9
36	28.10668259	F1	S9
37	28.20703745	F1	S9
38	28.39075089	F1	S9
39	28.27610885	F1	S9
40	28.40889692	F1	S9
1	-0.805802235	F2	S9
2	-0.517497478	F2	S9
3	-0.309778671	F2	S9
4	0.134818262	F2	S9
5	0.269528474	F2	S9
6	0.422929412	F2	S9
7	0.2761664	F2	S9
8	0.428743911	F2	S9
9	0.423031098	F2	S9
10	0.555998905	F2	S9
11	0.636882361	F2	S9
12	0.640380907	F2	S9
13	0.636860446	F2	S9
14	0.643912491	F2	S9
15	0.936722141	F2	S9
16	0.943015919	F2	S9
17	0.929296174	F2	S9
18	0.936919147	F2	S9
19	1.148874963	F2	S9
20	1.158044375	F2	S9
21	1.245349715	F2	S9
22	1.651862067	F2	S9
23	2.041679826	F2	S9
24	2.709856113	F2	S9
25	4.104342066	F2	S9
26	6.333914487	F2	S9
27	9.809120946	F2	S9
28	13.7137518	F2	S9
29	17.76488643	F2	S9
30	21.86758163	F2	S9
31	24.63565296	F2	S9
32	26.71477016	F2	S9
33	27.89426137	F2	S9
34	28.67198123	F2	S9
35	29.31752797	F2	S9
36	29.5483696	F2	S9
37	29.43001491	F2	S9
38	29.59979388	F2	S9
39	29.71330449	F2	S9
40	30.49064523	F2	S9
1	-0.257173305	F3	N
2	-0.260404132	F3	N
3	0.081031581	F3	N
4	0.01684724	F3	N
5	0.078268107	F3	N
6	0.084257203	F3	N
7	-0.056746716	F3	N
8	0.018369839	F3	N
9	0.154515324	F3	N
10	0.004762575	F3	N
11	0.08068144	F3	N
12	0.083301439	F3	N
13	0.080667494	F3	N
14	0.155964356	F3	N
15	0.297128363	F3	N
16	0.020683188	F3	N
17	0.151461404	F3	N
18	0.086677372	F3	N
19	0.292275476	F3	N
20	0.158386268	F3	N
21	0.30874537	F3	N
22	0.147387624	F3	N
23	0.303566463	F3	N
24	0.309380744	F3	N
25	0.205745996	F3	N
26	0.196236242	F3	N
27	0.123444257	F3	N
28	0.258680945	F3	N
29	0.115875958	F3	N
30	0.400751492	F3	N
31	0.331001339	F3	N
32	0.18645444	F3	N
33	0.188170057	F3	N
34	0.184614317	F3	N
35	0.182856256	F3	N
36	0.114339173	F3	N
37	0.327034353	F3	N
38	0.180821161	F3	N
39	0.395384968	F3	N
40	0.182867759	F3	N
1	-0.007699197	F4	N
2	-0.146369201	F4	N
3	0.052583046	F4	N
4	0.056373192	F4	N
5	0.051019263	F4	N
6	-0.013606299	F4	N
7	-0.218598824	F4	N
8	-0.079330419	F4	N
9	-0.218125514	F4	N
10	-0.087106783	F4	N
11	-0.151980157	F4	N
12	-0.014092776	F4	N
13	-0.083758389	F4	N
14	-0.080880949	F4	N
15	0.056032545	F4	N
16	-0.077948803	F4	N
17	-0.015275384	F4	N
18	-0.148559119	F4	N
19	0.053254636	F4	N
20	-0.079494323	F4	N
21	0.062791894	F4	N
22	0.18689312	F4	N
23	-0.008483966	F4	N
24	0.13183681	F4	N
25	-0.091741679	F4	N
26	0.03901347	F4	N
27	-0.098030011	F4	N
28	-0.099843413	F4	N
29	0.102087944	F4	N
30	-0.03020982	F4	N
31	0.105677538	F4	N
32	-0.101167829	F4	N
33	-0.169058135	F4	N
34	-0.104254961	F4	N
35	-0.038508544	F4	N
36	-0.242590145	F4	N
37	0.029952736	F4	N
38	-0.042440213	F4	N
39	-0.040422934	F4	N
40	0.025321689	F4	N
1	-0.219969369	F5	N
2	-0.15565678	F5	N
3	0.037397169	F5	N
4	-0.024379039	F5	N
5	0.035117357	F5	N
6	0.107521293	F5	N
7	-0.02727352	F5	N
8	0.111505989	F5	N
9	0.107742359	F5	N
10	0.03224889	F5	N
11	0.104585698	F5	N
12	0.173954315	F5	N
13	0.104558802	F5	N
14	0.109191774	F5	N
15	0.311359707	F5	N
16	0.382671969	F5	N
17	0.239353529	F5	N
18	0.11004783	F5	N
19	0.30714068	F5	N
20	0.24581771	F5	N
21	0.321977078	F5	N
22	0.303010054	F5	N
23	0.317528544	F5	N
24	0.323071635	F5	N
25	0.092643786	F5	N
26	0.151707984	F5	N
27	0.283270365	F5	N
28	0.280535606	F5	N
29	0.345054613	F5	N
30	0.484864709	F5	N
31	0.418735466	F5	N
32	0.347968604	F5	N
33	0.34982389	F5	N
34	0.346562093	F5	N
35	0.679050006	F5	N
36	0.680434936	F5	N
37	1.084597226	F5	N
38	1.878721723	F5	N
39	3.221984842	F5	N
40	5.155082024	F5	N
1	0.379342233	G1	N
2	0.221431414	G1	N
3	0.215811912	G1	N
4	-0.091975639	G1	N
5	-0.174036832	G1	N
6	-0.171230856	G1	N
7	-0.327216461	G1	N
8	-0.246865963	G1	N
9	-0.637854116	G1	N
10	-0.486338406	G1	N
11	-0.639283808	G1	N
12	-0.560505545	G1	N
13	-0.561499023	G1	N
14	-0.637231739	G1	N
15	-0.714866176	G1	N
16	-0.713212753	G1	N
17	-0.950032811	G1	N
18	-1.026074351	G1	N
19	-0.794300359	G1	N
20	-1.025705103	G1	N
21	-1.178957511	G1	N
22	-1.106664234	G1	N
23	-1.180428609	G1	N
24	-1.179115545	G1	N
25	-1.188211138	G1	N
26	-1.268563898	G1	N
27	-1.270226998	G1	N
28	-1.272407291	G1	N
29	-1.351668181	G1	N
30	-1.273915436	G1	N
31	-0.964592843	G1	N
32	-1.508416321	G1	N
33	-1.5082053	G1	N
34	-1.509127205	G1	N
35	-1.586833071	G1	N
36	-1.509218964	G1	N
37	-1.276291288	G1	N
38	-1.35557847	G1	N
39	-1.354777028	G1	N
40	-1.201431449	G1	N
1	0.009818946	G2	N
2	-0.06806694	G2	N
3	-0.077553541	G2	N
4	0.151403042	G2	N
5	-0.154242194	G2	N
6	0.148459633	G2	N
7	0.221958848	G2	N
8	0.00433002	G2	N
9	0.074445135	G2	N
10	0.064745998	G2	N
11	0.219242258	G2	N
12	0.147661832	G2	N
13	0.144960007	G2	N
14	0.150359854	G2	N
15	0.225364329	G2	N
16	0.304300488	G2	N
17	0.220031693	G2	N
18	0.151224988	G2	N
19	0.369228408	G2	N
20	0.152837524	G2	N
21	0.162661193	G2	N
22	0.29036081	G2	N
23	0.232371176	G2	N
24	0.23840283	G2	N
25	0.279183866	G2	N
26	0.196284767	G2	N
27	0.120211594	G2	N
28	0.264361119	G2	N
29	0.261886643	G2	N
30	0.416375475	G2	N
31	0.417049442	G2	N
32	0.338763624	G2	N
33	0.045210918	G2	N
34	0.190085687	G2	N
35	0.115166123	G2	N
36	0.190749244	G2	N
37	0.268107882	G2	N
38	0.483306348	G2	N
39	0.118871989	G2	N
40	0.337612731	G2	N
1	-0.119091665	G3	N
2	-0.122500983	G3	N
3	0.082562549	G3	N
4	-0.126012681	G3	N
5	0.008443187	G3	N
6	0.157507928	G3	N
7	0.085092918	G3	N
8	0.162066306	G3	N
9	0.08608242	G3	N
10	0.147781256	G3	N
11	0.29695511	G3	N
12	0.156646961	G3	N
13	0.44003639	G3	N
14	0.302536834	G3	N
15	0.303190013	G3	N
16	0.451283452	G3	N
17	0.369240538	G3	N
18	0.374971757	G3	N
19	0.584683667	G3	N
20	0.305156746	G3	N
21	0.387097603	G3	N
22	0.508312137	G3	N
23	0.382301374	G3	N
24	0.460651208	G3	N
25	0.497398047	G3	N
26	0.417364397	G3	N
27	0.202607213	G3	N
28	0.627109644	G3	N
29	0.412159662	G3	N
30	0.419809208	G3	N
31	0.634766621	G3	N
32	0.416073155	G3	N
33	0.346232508	G3	N
34	0.626618745	G3	N
35	0.410504123	G3	N
36	0.410906639	G3	N
37	0.556142225	G3	N
38	0.548600388	G3	N
39	0.696565908	G3	N
40	0.622099197	G3	N
1	0.090760722	G4	N
2	0.018465869	G4	N
3	0.08126063	G4	N
4	-0.193208491	G4	N
5	0.009838917	G4	N
6	0.083643076	G4	N
7	0.013404158	G4	N
8	0.156511242	G4	N
9	-0.125239638	G4	N
10	-0.062040633	G4	N
11	0.081219041	G4	N
12	-0.12596523	G4	N
13	-0.058130968	G4	N
14	0.015154894	G4	N
15	0.015595124	G4	N
16	0.018558212	G4	N
17	0.011968969	G4	N
18	0.015678665	G4	N
19	0.082012915	G4	N
20	0.016810397	G4	N
21	-0.116512511	G4	N
22	0.009255276	G4	N
23	-0.049990692	G4	N
24	-0.046291877	G4	N
25	0.209778317	G4	N
26	0.202901973	G4	N
27	0.270212422	G4	N
28	0.544145687	G4	N
29	1.165327396	G4	N
30	2.281522596	G4	N
31	4.295571372	G4	N
32	7.202553673	G4	N
33	11.44163351	G4	N
34	16.70420896	G4	N
35	21.55471518	G4	N
36	26.28175739	G4	N
37	29.56761662	G4	N
38	31.94980026	G4	N
39	33.37875083	G4	N
40	33.98177009	G4	N
1	-0.224806353	G5	S9
2	-0.090391668	G5	S9
3	-0.030503422	G5	S9
4	-0.024778607	G5	S9
5	-0.032834673	G5	S9
6	0.178508371	G5	S9
7	0.040553179	G5	S9
8	-0.023417614	G5	S9
9	-0.09586621	G5	S9
10	-0.172916202	G5	S9
11	-0.030448635	G5	S9
12	-0.165312644	G5	S9
13	0.106723575	G5	S9
14	-0.025681601	G5	S9
15	-0.093706	G5	S9
16	0.047610442	G5	S9
17	-0.029759854	G5	S9
18	-0.024950178	G5	S9
19	0.313939291	G5	S9
20	0.113907496	G5	S9
21	0.123006162	G5	S9
22	0.515107875	G5	S9
23	1.150147864	G5	S9
24	2.052304288	G5	S9
25	3.650020755	G5	S9
26	6.297899285	G5	S9
27	10.04866082	G5	S9
28	14.2718073	G5	S9
29	18.22316852	G5	S9
30	21.67751748	G5	S9
31	24.48904177	G5	S9
32	25.89988323	G5	S9
33	27.00941462	G5	S9
34	27.80909531	G5	S9
35	28.07450182	G5	S9
36	28.22226838	G5	S9
37	28.38307227	G5	S9
38	28.26953146	G5	S9
39	28.57990465	G5	S9
40	28.21851893	G5	S9
1	0.221107156	H1	N
2	0.056529075	H1	N
3	0.122750374	H1	N
4	-0.10770451	H1	N
5	-0.039949889	H1	N
6	-0.03162505	H1	N
7	0.28592949	H1	N
8	0.054270664	H1	N
9	-0.031378314	H1	N
10	0.114387323	H1	N
11	0.123053199	H1	N
12	0.047013173	H1	N
13	-0.036239674	H1	N
14	0.050739515	H1	N
15	0.131662569	H1	N
16	0.137859698	H1	N
17	0.36328265	H1	N
18	0.052078363	H1	N
19	0.205182631	H1	N
20	0.134189457	H1	N
21	0.307838125	H1	N
22	0.119495845	H1	N
23	0.14179752	H1	N
24	0.1504586	H1	N
25	0.423579461	H1	N
26	0.332804154	H1	N
27	0.252315621	H1	N
28	0.249799086	H1	N
29	0.486172742	H1	N
30	0.339172194	H1	N
31	0.262239058	H1	N
32	0.178058593	H1	N
33	0.261119362	H1	N
34	0.495361628	H1	N
35	0.414793796	H1	N
36	0.655323476	H1	N
37	1.21627618	H1	N
38	2.157616721	H1	N
39	3.913714648	H1	N
40	6.525742366	H1	N
1	-0.0403827	H2	N
2	0.034062364	H2	N
3	0.028555388	H2	N
4	-0.120425871	H2	N
5	-0.048915687	H2	N
6	0.106723806	H2	N
7	0.029900603	H2	N
8	-0.119561017	H2	N
9	-0.198045234	H2	N
10	-0.126969229	H2	N
11	-0.199946921	H2	N
12	-0.046172071	H2	N
13	-0.123743873	H2	N
14	-0.197196119	H2	N
15	-0.044400253	H2	N
16	-0.118361812	H2	N
17	-0.123464963	H2	N
18	-0.196809591	H2	N
19	-0.123018528	H2	N
20	0.109260945	H2	N
21	-0.191073858	H2	N
22	-0.201399294	H2	N
23	-0.346016055	H2	N
24	-0.266599062	H2	N
25	0.021470056	H2	N
26	-0.058673431	H2	N
27	-0.134877629	H2	N
28	-0.135904145	H2	N
29	-0.060641272	H2	N
30	-0.208155959	H2	N
31	-0.207230528	H2	N
32	-0.133044458	H2	N
33	0.020169487	H2	N
34	-0.209040232	H2	N
35	-0.209361328	H2	N
36	-0.208573619	H2	N
37	-0.055173986	H2	N
38	-0.05879421	H2	N
39	-0.056383407	H2	N
40	-0.286230683	H2	N
1	-0.242527368	H3	N
2	-0.097908705	H3	N
3	0.041399618	H3	N
4	-0.100590887	H3	N
5	0.039302775	H3	N
6	0.117797199	H3	N
7	0.190567978	H3	N
8	0.047844664	H3	N
9	0.044395056	H3	N
10	0.036395998	H3	N
11	0.041348317	H3	N
12	0.117062856	H3	N
13	0.041326153	H3	N
14	-0.027911004	H3	N
15	0.414319179	H3	N
16	0.344557836	H3	N
17	0.336024008	H3	N
18	0.267156951	H3	N
19	0.263178203	H3	N
20	0.194984056	H3	N
21	0.424699969	H3	N
22	0.406374863	H3	N
23	0.273236287	H3	N
24	0.278588158	H3	N
25	0.39757279	H3	N
26	0.390514458	H3	N
27	0.389862933	H3	N
28	0.461190042	H3	N
29	0.46041613	H3	N
30	0.394221344	H3	N
31	0.175751812	H3	N
32	0.24572428	H3	N
33	0.394035294	H3	N
34	0.464285993	H3	N
35	0.316727192	H3	N
36	0.317674965	H3	N
37	0.39360984	H3	N
38	0.314671688	H3	N
39	0.392371057	H3	N
40	0.316805834	H3	N
